question,answer,transition,concept,top,dis,dir
Is Merry Hill west of Erdington and borders Tettenhall Wightwick?,Yes,no_change,2,1,0,1
Is Merry Hill west of Erdington and within Tettenhall Wightwick?,No,replace_top_token,2,1,0,1
Is East Gosforth north of Langley and within Newcastle upon Tyne?,Yes,no_change,2,1,0,1
Is Newcastle upon Tyne north of Langley and within East Gosforth?,No,flip_place_z,2,1,0,1
Is East Gosforth east of Blaydon and borders Parklands?,Yes,no_change,2,1,0,1
Is Blaydon east of East Gosforth and borders Parklands?,No,flip_place_y,2,1,0,1
Is Middleton Park east of Shaw and within County Borough of Leeds?,Yes,no_change,2,1,0,1
Is County Borough of Leeds east of Shaw and within Middleton Park?,No,flip_place_z,2,1,0,1
Is Middleton Park south of Camperdown and borders Morley South?,Yes,no_change,2,1,0,1
Is Middleton Park north of Camperdown and borders Morley South?,No,replace_dir_token,2,1,0,1
Is Golborne and Lowton West west of Wardle and West Littleborough and within North West Euro Region?,Yes,no_change,2,1,0,1
Is North West Euro Region west of Wardle and West Littleborough and within Golborne and Lowton West?,No,flip_place_z,2,1,0,1
Is Golborne and Lowton West east of Northwood and borders Abram?,Yes,no_change,2,1,0,1
Is Golborne and Lowton West east of Northwood and within Abram?,No,replace_top_token,2,1,0,1
Is Davenport and Cale Green north of Earlsdon and within North West Euro Region?,Yes,no_change,2,1,0,1
Is North West Euro Region north of Earlsdon and within Davenport and Cale Green?,No,flip_place_z,2,1,0,1
Is Davenport and Cale Green west of Broomhill & Sharrow Vale and borders Edgeley and Cheadle Heath?,Yes,no_change,2,1,0,1
Is Edgeley and Cheadle Heath west of Broomhill & Sharrow Vale and borders Davenport and Cale Green?,No,flip_place_z,2,1,0,1
Is Wavertree west of Hulme and within Liverpool?,Yes,no_change,2,1,0,1
Is Hulme west of Wavertree and within Liverpool?,No,flip_place_y,2,1,0,1
Is Wavertree south of Croxteth and borders Church?,Yes,no_change,2,1,0,1
Is Wavertree north of Croxteth and borders Church?,No,replace_dir_token,2,1,0,1
Is Windle St Helens north of Woolton and borders Rainford?,Yes,no_change,2,1,0,1
Is Woolton north of Windle St Helens and borders Rainford?,No,flip_place_y,2,1,0,1
Is Winstanley north of Wordsley and within Metropolitan Borough of Wigan?,Yes,no_change,2,1,0,1
Is Wordsley north of Winstanley and within Metropolitan Borough of Wigan?,No,flip_place_y,2,1,0,1
Is Winstanley west of Mossley and borders Bryn?,Yes,no_change,2,1,0,1
Is Winstanley east of Mossley and borders Bryn?,No,replace_dir_token,2,1,0,1
Is Whitefield west of Kirkstall and within Metropolitan Borough of Knowsley?,Yes,no_change,2,1,0,1
Is Whitefield east of Kirkstall and within Metropolitan Borough of Knowsley?,No,replace_dir_token,2,1,0,1
Is Whitefield north of Shirley East and borders Shevington?,Yes,no_change,2,1,0,1
Is Shirley East north of Whitefield and borders Shevington?,No,flip_place_y,2,1,0,1
Is Norwood west of Wrenthorpe and Outwood West and within Metropolitan Borough of Sefton?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Sefton west of Wrenthorpe and Outwood West and within Norwood?,No,flip_place_z,2,1,0,1
Is Norwood north of Perry Barr and borders Cambridge?,Yes,no_change,2,1,0,1
Is Cambridge north of Perry Barr and borders Norwood?,No,flip_place_z,2,1,0,1
Is Sharston south of Wyke and within Manchester?,Yes,no_change,2,1,0,1
Is Sharston south of Wyke and borders Manchester?,No,replace_top_token,2,1,0,1
Is Sharston north of Cradley Heath and Old Hill and borders Baguley?,Yes,no_change,2,1,0,1
Is Sharston north of Cradley Heath and Old Hill and within Baguley?,No,replace_top_token,2,1,0,1
Is Hoylake and Meols west of Redvales and within Metropolitan Borough of Wirral?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Wirral west of Redvales and within Hoylake and Meols?,No,flip_place_z,2,1,0,1
Is Hoylake and Meols south of Whitley Bay and borders West Kirby and Thurstaston?,Yes,no_change,2,1,0,1
Is Whitley Bay south of Hoylake and Meols and borders West Kirby and Thurstaston?,No,flip_place_y,2,1,0,1
Is Almondbury south of Keighley East and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Yorkshire and the Humber Euro Region south of Keighley East and within Almondbury?,No,flip_place_z,2,1,0,1
Is Almondbury east of Pensby and Thingwall and borders Newsome?,Yes,no_change,2,1,0,1
Is Newsome east of Pensby and Thingwall and borders Almondbury?,No,flip_place_z,2,1,0,1
Is Parklands north of East Gosforth and within Newcastle upon Tyne?,Yes,no_change,2,1,0,1
Is Parklands south of East Gosforth and within Newcastle upon Tyne?,No,replace_dir_token,2,1,0,1
Is Parklands west of Primrose and borders Weetslade?,Yes,no_change,2,1,0,1
Is Parklands west of Primrose and within Weetslade?,No,replace_top_token,2,1,0,1
Is Claughton south of Preston and within Metropolitan Borough of Wirral?,Yes,no_change,2,1,0,1
Is Preston south of Claughton and within Metropolitan Borough of Wirral?,No,flip_place_y,2,1,0,1
Is Claughton north of Blythe and borders Birkenhead and Tranmere?,Yes,no_change,2,1,0,1
Is Blythe north of Claughton and borders Birkenhead and Tranmere?,No,flip_place_y,2,1,0,1
Is Healey north of Ladywood and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Healey south of Ladywood and within North West Euro Region?,No,replace_dir_token,2,1,0,1
Is Healey east of Bebington and borders Wardle and West Littleborough?,Yes,no_change,2,1,0,1
Is Bebington east of Healey and borders Wardle and West Littleborough?,No,flip_place_y,2,1,0,1
Is Windhill and Wrose east of Winstanley and within City of Bradford?,Yes,no_change,2,1,0,1
Is Windhill and Wrose west of Winstanley and within City of Bradford?,No,replace_dir_token,2,1,0,1
Is Windhill and Wrose north of Longford and borders Idle and Thackley?,Yes,no_change,2,1,0,1
Is Longford north of Windhill and Wrose and borders Idle and Thackley?,No,flip_place_y,2,1,0,1
Is Manor east of Harington and within Metropolitan Borough of Sefton?,Yes,no_change,2,1,0,1
Is Manor east of Harington and borders Metropolitan Borough of Sefton?,No,replace_top_token,2,1,0,1
Is Manor north of Blakenall and borders Bredbury Green and Romiley?,Yes,no_change,2,1,0,1
Is Manor north of Blakenall and within Bredbury Green and Romiley?,No,replace_top_token,2,1,0,1
Is Elmdon east of St. Pauls and within Metropolitan Borough of Solihull?,Yes,no_change,2,1,0,1
Is Elmdon east of St. Pauls and borders Metropolitan Borough of Solihull?,No,replace_top_token,2,1,0,1
Is Elmdon south of Bamford and borders Lyndon?,Yes,no_change,2,1,0,1
Is Lyndon south of Bamford and borders Elmdon?,No,flip_place_z,2,1,0,1
Is Milnrow and Newhey south of West Gosforth and within Metropolitan Borough of Rochdale?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Rochdale south of West Gosforth and within Milnrow and Newhey?,No,flip_place_z,2,1,0,1
Is Milnrow and Newhey east of Davyhulme East and borders Saddleworth North?,Yes,no_change,2,1,0,1
Is Milnrow and Newhey east of Davyhulme East and within Saddleworth North?,No,replace_top_token,2,1,0,1
Is Illingworth and Mixenden south of Blaydon and within Calderdale?,Yes,no_change,2,1,0,1
Is Illingworth and Mixenden north of Blaydon and within Calderdale?,No,replace_dir_token,2,1,0,1
Is Illingworth and Mixenden west of Roman Ridge and borders Luddendenfoot?,Yes,no_change,2,1,0,1
Is Roman Ridge west of Illingworth and Mixenden and borders Luddendenfoot?,No,flip_place_y,2,1,0,1
Is Norton & Askern east of Ashton Waterloo and within Metropolitan Borough of Doncaster?,Yes,no_change,2,1,0,1
Is Norton & Askern west of Ashton Waterloo and within Metropolitan Borough of Doncaster?,No,replace_dir_token,2,1,0,1
Is Norton & Askern north of Sheldon and borders Stainforth & Barnby Dun?,Yes,no_change,2,1,0,1
Is Norton & Askern south of Sheldon and borders Stainforth & Barnby Dun?,No,replace_dir_token,2,1,0,1
Is Winlaton and High Spen north of Luddendenfoot and within Metropolitan Borough of Gateshead?,Yes,no_change,2,1,0,1
Is Winlaton and High Spen north of Luddendenfoot and borders Metropolitan Borough of Gateshead?,No,replace_top_token,2,1,0,1
Is Winlaton and High Spen west of West Gosforth and borders Blaydon?,Yes,no_change,2,1,0,1
Is Blaydon west of West Gosforth and borders Winlaton and High Spen?,No,flip_place_z,2,1,0,1
Is Silksworth north of Ravenmeols and within City of Sunderland?,Yes,no_change,2,1,0,1
Is City of Sunderland north of Ravenmeols and within Silksworth?,No,flip_place_z,2,1,0,1
Is Silksworth east of Shiney Row and borders Doxford?,Yes,no_change,2,1,0,1
Is Doxford east of Shiney Row and borders Silksworth?,No,flip_place_z,2,1,0,1
Is Radcliffe West east of Blackrod and within Metropolitan Borough of Bury?,Yes,no_change,2,1,0,1
Is Radcliffe West west of Blackrod and within Metropolitan Borough of Bury?,No,replace_dir_token,2,1,0,1
Is Radcliffe West north of St. Alphege and borders Radcliffe North?,Yes,no_change,2,1,0,1
Is Radcliffe West north of St. Alphege and within Radcliffe North?,No,replace_top_token,2,1,0,1
Is Normanton West Yorkshire south of Washington West and borders Wakefield South?,Yes,no_change,2,1,0,1
Is Washington West south of Normanton West Yorkshire and borders Wakefield South?,No,flip_place_y,2,1,0,1
Is Chadderton South north of Hulme and within Metropolitan Borough of Oldham?,Yes,no_change,2,1,0,1
Is Chadderton South south of Hulme and within Metropolitan Borough of Oldham?,No,replace_dir_token,2,1,0,1
Is Chadderton South east of Victoria and borders Hollinwood?,Yes,no_change,2,1,0,1
Is Chadderton South west of Victoria and borders Hollinwood?,No,replace_dir_token,2,1,0,1
Is St. Alphege south of Croxteth and within Metropolitan Borough of Solihull?,Yes,no_change,2,1,0,1
Is St. Alphege north of Croxteth and within Metropolitan Borough of Solihull?,No,replace_dir_token,2,1,0,1
Is St. Alphege east of Northfield and borders Blythe?,Yes,no_change,2,1,0,1
Is St. Alphege east of Northfield and within Blythe?,No,replace_top_token,2,1,0,1
Is Houghton north of Springfield and within City of Sunderland?,Yes,no_change,2,1,0,1
Is Houghton north of Springfield and borders City of Sunderland?,No,replace_top_token,2,1,0,1
Is Houghton south of Pelaw and Heworth and borders Hetton-le-Hole?,Yes,no_change,2,1,0,1
Is Hetton-le-Hole south of Pelaw and Heworth and borders Houghton?,No,flip_place_z,2,1,0,1
Is South Yardley south of Kenton and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is West Midlands Euro Region south of Kenton and within South Yardley?,No,flip_place_z,2,1,0,1
Is South Yardley east of Upper Gornal and Woodsetton and borders Stechford and Yardley North?,Yes,no_change,2,1,0,1
Is South Yardley west of Upper Gornal and Woodsetton and borders Stechford and Yardley North?,No,replace_dir_token,2,1,0,1
Is Everton south of St. Michael's and within North West Euro Region?,Yes,no_change,2,1,0,1
Is St. Michael's south of Everton and within North West Euro Region?,No,flip_place_y,2,1,0,1
Is Everton west of Atherleigh and borders Kensington and Fairfield?,Yes,no_change,2,1,0,1
Is Atherleigh west of Everton and borders Kensington and Fairfield?,No,flip_place_y,2,1,0,1
Is Hoober east of Longford and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Hoober west of Longford and within Yorkshire and the Humber Euro Region?,No,replace_dir_token,2,1,0,1
Is Hoober north of Coseley East and borders Wingfield?,Yes,no_change,2,1,0,1
Is Coseley East north of Hoober and borders Wingfield?,No,flip_place_y,2,1,0,1
Is Halesowen South west of Elmdon and within Metropolitan Borough of Dudley?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Dudley west of Elmdon and within Halesowen South?,No,flip_place_z,2,1,0,1
Is Halesowen South south of Didsbury West and borders Quinton?,Yes,no_change,2,1,0,1
Is Quinton south of Didsbury West and borders Halesowen South?,No,flip_place_z,2,1,0,1
Is Hazel Grove north of Birchills Leamore and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Birchills Leamore north of Hazel Grove and within North West Euro Region?,No,flip_place_y,2,1,0,1
Is Hazel Grove south of Castle Eden and borders Stepping Hill?,Yes,no_change,2,1,0,1
Is Hazel Grove north of Castle Eden and borders Stepping Hill?,No,replace_dir_token,2,1,0,1
Is Dukinfield south of Lamesley and within Tameside?,Yes,no_change,2,1,0,1
Is Dukinfield north of Lamesley and within Tameside?,No,replace_dir_token,2,1,0,1
Is Dukinfield north of Aldridge North and Walsall Wood and borders Ashton St. Michael's?,Yes,no_change,2,1,0,1
Is Dukinfield south of Aldridge North and Walsall Wood and borders Ashton St. Michael's?,No,replace_dir_token,2,1,0,1
Is Pelaw and Heworth north of Wetherby and within Metropolitan Borough of Gateshead?,Yes,no_change,2,1,0,1
Is Pelaw and Heworth south of Wetherby and within Metropolitan Borough of Gateshead?,No,replace_dir_token,2,1,0,1
Is Pelaw and Heworth east of Dunston Hill and Whickham East and borders Felling?,Yes,no_change,2,1,0,1
Is Dunston Hill and Whickham East east of Pelaw and Heworth and borders Felling?,No,flip_place_y,2,1,0,1
Is Valley east of Everton and within North Tyneside?,Yes,no_change,2,1,0,1
Is Valley west of Everton and within North Tyneside?,No,replace_dir_token,2,1,0,1
Is Valley north of Wakefield Rural and borders Collingwood?,Yes,no_change,2,1,0,1
Is Wakefield Rural north of Valley and borders Collingwood?,No,flip_place_y,2,1,0,1
Is Droylsden West north of Edgeley and Cheadle Heath and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Edgeley and Cheadle Heath north of Droylsden West and within North West Euro Region?,No,flip_place_y,2,1,0,1
Is Droylsden West west of East Ecclesfield and borders Miles Platting and Newton Heath?,Yes,no_change,2,1,0,1
Is Droylsden West east of East Ecclesfield and borders Miles Platting and Newton Heath?,No,replace_dir_token,2,1,0,1
Is Hall Green south of Lamesley and within Birmingham?,Yes,no_change,2,1,0,1
Is Birmingham south of Lamesley and within Hall Green?,No,flip_place_z,2,1,0,1
Is Hall Green east of Kingswinford North and Wall Heath and borders Shirley West?,Yes,no_change,2,1,0,1
Is Shirley West east of Kingswinford North and Wall Heath and borders Hall Green?,No,flip_place_z,2,1,0,1
Is Featherstone east of Birkenhead and Tranmere and borders Altofts and Whitwood?,Yes,no_change,2,1,0,1
Is Altofts and Whitwood east of Birkenhead and Tranmere and borders Featherstone?,No,flip_place_z,2,1,0,1
Is Horsforth north of Edlington & Warmsworth and borders Idle and Thackley?,Yes,no_change,2,1,0,1
Is Horsforth south of Edlington & Warmsworth and borders Idle and Thackley?,No,replace_dir_token,2,1,0,1
Is Rastrick east of Whiston & Cronton and within Calderdale?,Yes,no_change,2,1,0,1
Is Rastrick west of Whiston & Cronton and within Calderdale?,No,replace_dir_token,2,1,0,1
Is Rastrick north of Lower Stoke and borders Brighouse?,Yes,no_change,2,1,0,1
Is Brighouse north of Lower Stoke and borders Rastrick?,No,flip_place_z,2,1,0,1
Is Dunston and Teams north of Wetherby and within Metropolitan Borough of Gateshead?,Yes,no_change,2,1,0,1
Is Dunston and Teams north of Wetherby and borders Metropolitan Borough of Gateshead?,No,replace_top_token,2,1,0,1
Is Dunston and Teams south of Camperdown and borders Elswick?,Yes,no_change,2,1,0,1
Is Dunston and Teams north of Camperdown and borders Elswick?,No,replace_dir_token,2,1,0,1
Is Bredbury and Woodley west of Broomhill & Sharrow Vale and within Metropolitan Borough of Stockport?,Yes,no_change,2,1,0,1
Is Bredbury and Woodley west of Broomhill & Sharrow Vale and borders Metropolitan Borough of Stockport?,No,replace_top_token,2,1,0,1
Is Bredbury and Woodley south of Whickham South and Sunniside and borders Denton South?,Yes,no_change,2,1,0,1
Is Bredbury and Woodley south of Whickham South and Sunniside and within Denton South?,No,replace_top_token,2,1,0,1
Is Ilkley east of Wigan Central and borders Craven?,Yes,no_change,2,1,0,1
Is Craven east of Wigan Central and borders Ilkley?,No,flip_place_z,2,1,0,1
Is Blackheath south of Simonside and Rekendyke and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is Blackheath north of Simonside and Rekendyke and within West Midlands Euro Region?,No,replace_dir_token,2,1,0,1
Is Blackheath west of Kingshurst and Fordbridge and borders Cradley Heath and Old Hill?,Yes,no_change,2,1,0,1
Is Blackheath west of Kingshurst and Fordbridge and within Cradley Heath and Old Hill?,No,replace_top_token,2,1,0,1
