place1,relation,place2,question,answer,transition
Longbenton,far,Worth Valley,Is Worth Valley far of Longbenton?,No,flip_place
Atherton,far,Lower Stoke,Is Atherton far to Lower Stoke?,Yes,no_change
Atherton,far,Lower Stoke,Is Atherton near to Lower Stoke?,No,replace_dis_token
Atherleigh,far,Wordsley,Is Atherleigh far to Wordsley?,Yes,no_change
Atherleigh,far,Wordsley,Is Atherleigh near to Wordsley?,No,replace_dis_token
Simonside and Rekendyke,far,Soho,Is Simonside and Rekendyke far to Soho?,Yes,no_change
Simonside and Rekendyke,far,Soho,Is Simonside and Rekendyke near to Soho?,No,replace_dis_token
Guiseley and Rawdon,far,Castle Eden,Is Guiseley and Rawdon far to Castle Eden?,Yes,no_change
Guiseley and Rawdon,far,Castle Eden,Is Castle Eden far of Guiseley and Rawdon?,No,flip_place
Brierley Hill,far,Davyhulme West,Is Brierley Hill far to Davyhulme West?,Yes,no_change
Brierley Hill,far,Davyhulme West,Is Davyhulme West far of Brierley Hill?,No,flip_place
Moston,far,Rossington,Is Moston far to Rossington?,Yes,no_change
Moston,far,Rossington,Is Moston near to Rossington?,No,replace_dis_token
Heatons North,far,Kirkdale,Is Heatons North far to Kirkdale?,Yes,no_change
Heatons North,far,Kirkdale,Is Kirkdale far of Heatons North?,No,flip_place
Greasby Frankby and Irby,far,Springfield,Is Greasby Frankby and Irby far to Springfield?,Yes,no_change
Greasby Frankby and Irby,far,Springfield,Is Greasby Frankby and Irby near to Springfield?,No,replace_dis_token
Hillsborough,far,Ouseburn,Is Hillsborough far to Ouseburn?,Yes,no_change
Hillsborough,far,Ouseburn,Is Hillsborough near to Ouseburn?,No,replace_dis_token
Whiteleas,far,Wigan West,Is Whiteleas far to Wigan West?,Yes,no_change
Whiteleas,far,Wigan West,Is Whiteleas near to Wigan West?,No,replace_dis_token
Dukinfield,far,Moseley and Kings Heath,Is Dukinfield far to Moseley and Kings Heath?,Yes,no_change
Dukinfield,far,Moseley and Kings Heath,Is Moseley and Kings Heath far of Dukinfield?,No,flip_place
Abbey,far,Castle Eden,Is Abbey far to Castle Eden?,Yes,no_change
Abbey,far,Castle Eden,Is Abbey near to Castle Eden?,No,replace_dis_token
Kirkstall,far,Sheldon,Is Kirkstall far to Sheldon?,Yes,no_change
Kirkstall,far,Sheldon,Is Kirkstall near to Sheldon?,No,replace_dis_token
St. Oswald,far,Wyke,Is St. Oswald far to Wyke?,Yes,no_change
St. Oswald,far,Wyke,Is Wyke far of St. Oswald?,No,flip_place
Davyhulme West,far,Weetslade,Is Davyhulme West far to Weetslade?,Yes,no_change
Davyhulme West,far,Weetslade,Is Weetslade far of Davyhulme West?,No,flip_place
Millfield,far,Sedgley,Is Millfield far to Sedgley?,Yes,no_change
Millfield,far,Sedgley,Is Sedgley far of Millfield?,No,flip_place
Moreton West and Saughall Massie,far,St. Mary's,Is Moreton West and Saughall Massie far to St. Mary's?,Yes,no_change
Moreton West and Saughall Massie,far,St. Mary's,Is St. Mary's far of Moreton West and Saughall Massie?,No,flip_place
Church,far,Hemsworth,Is Church far to Hemsworth?,Yes,no_change
Church,far,Hemsworth,Is Hemsworth far of Church?,No,flip_place
Crompton,far,Wetherby,Is Crompton far to Wetherby?,Yes,no_change
Crompton,far,Wetherby,Is Wetherby far of Crompton?,No,flip_place
Burmantofts and Richmond Hill,far,Wavertree,Is Burmantofts and Richmond Hill far to Wavertree?,Yes,no_change
Burmantofts and Richmond Hill,far,Wavertree,Is Burmantofts and Richmond Hill near to Wavertree?,No,replace_dis_token
Henley,far,Ordsall,Is Henley far to Ordsall?,Yes,no_change
Henley,far,Ordsall,Is Henley near to Ordsall?,No,replace_dis_token
Illingworth and Mixenden,far,Meriden West Midlands,Is Illingworth and Mixenden far to Meriden West Midlands?,Yes,no_change
Illingworth and Mixenden,far,Meriden West Midlands,Is Illingworth and Mixenden near to Meriden West Midlands?,No,replace_dis_token
Queensbury,far,Meriden West Midlands,Is Queensbury far to Meriden West Midlands?,Yes,no_change
Queensbury,far,Meriden West Midlands,Is Queensbury near to Meriden West Midlands?,No,replace_dis_token
Burmantofts and Richmond Hill,far,Hale Barns,Is Burmantofts and Richmond Hill far to Hale Barns?,Yes,no_change
Burmantofts and Richmond Hill,far,Hale Barns,Is Hale Barns far of Burmantofts and Richmond Hill?,No,flip_place
Longbenton,far,Stocksbridge & Upper Don,Is Longbenton far to Stocksbridge & Upper Don?,Yes,no_change
Longbenton,far,Stocksbridge & Upper Don,Is Stocksbridge & Upper Don far of Longbenton?,No,flip_place
Saddleworth West and Lees,far,Dinnington St. John's,Is Saddleworth West and Lees far to Dinnington St. John's?,Yes,no_change
Saddleworth West and Lees,far,Dinnington St. John's,Is Dinnington St. John's far of Saddleworth West and Lees?,No,flip_place
Kingshurst and Fordbridge,far,Smithills,Is Kingshurst and Fordbridge far to Smithills?,Yes,no_change
Kingshurst and Fordbridge,far,Smithills,Is Kingshurst and Fordbridge near to Smithills?,No,replace_dis_token
Hale Barns,far,Pedmore and Stourbridge East,Is Hale Barns far to Pedmore and Stourbridge East?,Yes,no_change
Hale Barns,far,Pedmore and Stourbridge East,Is Hale Barns near to Pedmore and Stourbridge East?,No,replace_dis_token
Edgbaston,far,Wallsend,Is Edgbaston far to Wallsend?,Yes,no_change
Edgbaston,far,Wallsend,Is Edgbaston near to Wallsend?,No,replace_dis_token
Kingshurst and Fordbridge,far,Miles Platting and Newton Heath,Is Kingshurst and Fordbridge far to Miles Platting and Newton Heath?,Yes,no_change
Kingshurst and Fordbridge,far,Miles Platting and Newton Heath,Is Kingshurst and Fordbridge near to Miles Platting and Newton Heath?,No,replace_dis_token
Ashton St. Michael's,far,Edenthorpe,Is Ashton St. Michael's far to Edenthorpe?,Yes,no_change
Ashton St. Michael's,far,Edenthorpe,Is Ashton St. Michael's near to Edenthorpe?,No,replace_dis_token
High Fell,far,Southey,Is High Fell far to Southey?,Yes,no_change
High Fell,far,Southey,Is Southey far of High Fell?,No,flip_place
Beacon and Bents,far,Hyde Newton,Is Beacon and Bents far to Hyde Newton?,Yes,no_change
Beacon and Bents,far,Hyde Newton,Is Hyde Newton far of Beacon and Bents?,No,flip_place
Benton,far,Billesley,Is Benton far to Billesley?,Yes,no_change
Benton,far,Billesley,Is Benton near to Billesley?,No,replace_dis_token
St. Oswald,far,Warley,Is St. Oswald far to Warley?,Yes,no_change
St. Oswald,far,Warley,Is Warley far of St. Oswald?,No,flip_place
Charlemont with Grove Vale,far,Offerton Park,Is Charlemont with Grove Vale far to Offerton Park?,Yes,no_change
Charlemont with Grove Vale,far,Offerton Park,Is Offerton Park far of Charlemont with Grove Vale?,No,flip_place
Coldhurst,far,Gornal,Is Coldhurst far to Gornal?,Yes,no_change
Coldhurst,far,Gornal,Is Gornal far of Coldhurst?,No,flip_place
Fazakerley,far,Silhill,Is Fazakerley far to Silhill?,Yes,no_change
Fazakerley,far,Silhill,Is Silhill far of Fazakerley?,No,flip_place
Westerhope,far,Edenthorpe,Is Westerhope far to Edenthorpe?,Yes,no_change
Westerhope,far,Edenthorpe,Is Westerhope near to Edenthorpe?,No,replace_dis_token
Bede,far,Richmond,Is Bede far to Richmond?,Yes,no_change
Bede,far,Richmond,Is Richmond far of Bede?,No,flip_place
Bede,far,Roby,Is Bede far to Roby?,Yes,no_change
Bede,far,Roby,Is Roby far of Bede?,No,flip_place
Brownhills,far,Wharfedale,Is Brownhills far to Wharfedale?,Yes,no_change
Brownhills,far,Wharfedale,Is Wharfedale far of Brownhills?,No,flip_place
Bolton and Undercliffe,far,Central,Is Bolton and Undercliffe far to Central?,Yes,no_change
Bolton and Undercliffe,far,Central,Is Bolton and Undercliffe near to Central?,No,replace_dis_token
Stechford and Yardley North,far,Wingfield,Is Stechford and Yardley North far to Wingfield?,Yes,no_change
Stechford and Yardley North,far,Wingfield,Is Stechford and Yardley North near to Wingfield?,No,replace_dis_token
Thatto Heath,far,Worth Valley,Is Thatto Heath far to Worth Valley?,Yes,no_change
Thatto Heath,far,Worth Valley,Is Worth Valley far of Thatto Heath?,No,flip_place
Walkden North,far,Finningley,Is Walkden North far to Finningley?,Yes,no_change
Walkden North,far,Finningley,Is Walkden North near to Finningley?,No,replace_dis_token
Billinge and Seneley Green,far,Doxford,Is Billinge and Seneley Green far to Doxford?,Yes,no_change
Billinge and Seneley Green,far,Doxford,Is Doxford far of Billinge and Seneley Green?,No,flip_place
Ashbrow,far,Castle and Priory,Is Ashbrow far to Castle and Priory?,Yes,no_change
Ashbrow,far,Castle and Priory,Is Castle and Priory far of Ashbrow?,No,flip_place
North Manor,far,Wednesfield South,Is North Manor far to Wednesfield South?,Yes,no_change
North Manor,far,Wednesfield South,Is North Manor near to Wednesfield South?,No,replace_dis_token
Medlock Vale,far,Saltwell,Is Medlock Vale far to Saltwell?,Yes,no_change
Medlock Vale,far,Saltwell,Is Medlock Vale near to Saltwell?,No,replace_dis_token
Newton,far,Sutton Vesey,Is Newton far to Sutton Vesey?,Yes,no_change
Newton,far,Sutton Vesey,Is Newton near to Sutton Vesey?,No,replace_dis_token
Church,far,Tettenhall Wightwick,Is Church far to Tettenhall Wightwick?,Yes,no_change
Church,far,Tettenhall Wightwick,Is Tettenhall Wightwick far of Church?,No,flip_place
Streetly,far,Whitley Bay,Is Streetly far to Whitley Bay?,Yes,no_change
Streetly,far,Whitley Bay,Is Streetly near to Whitley Bay?,No,replace_dis_token
Belle Vale,far,Bessacarr,Is Belle Vale far to Bessacarr?,Yes,no_change
Belle Vale,far,Bessacarr,Is Bessacarr far of Belle Vale?,No,flip_place
Dukinfield Stalybridge,far,Tuebrook and Stoneycroft,Is Dukinfield Stalybridge far to Tuebrook and Stoneycroft?,Yes,no_change
Dukinfield Stalybridge,far,Tuebrook and Stoneycroft,Is Tuebrook and Stoneycroft far of Dukinfield Stalybridge?,No,flip_place
Shard End,far,Whiteleas,Is Shard End far to Whiteleas?,Yes,no_change
Shard End,far,Whiteleas,Is Whiteleas far of Shard End?,No,flip_place
Sudell,far,Wednesfield North,Is Sudell far to Wednesfield North?,Yes,no_change
Sudell,far,Wednesfield North,Is Sudell near to Wednesfield North?,No,replace_dis_token
Reddish South,far,Westwood,Is Reddish South far to Westwood?,Yes,no_change
Reddish South,far,Westwood,Is Westwood far of Reddish South?,No,flip_place
Princes End,far,Sale Moor,Is Princes End far to Sale Moor?,Yes,no_change
Princes End,far,Sale Moor,Is Princes End near to Sale Moor?,No,replace_dis_token
Roundhay,far,Washington Central,Is Roundhay far to Washington Central?,Yes,no_change
Roundhay,far,Washington Central,Is Washington Central far of Roundhay?,No,flip_place
Ecclesall,far,Winlaton and High Spen,Is Ecclesall far to Winlaton and High Spen?,Yes,no_change
Ecclesall,far,Winlaton and High Spen,Is Ecclesall near to Winlaton and High Spen?,No,replace_dis_token
Litherland,far,Bickenhill,Is Litherland far to Bickenhill?,Yes,no_change
Litherland,far,Bickenhill,Is Bickenhill far of Litherland?,No,flip_place
Charlemont with Grove Vale,far,Pallion,Is Charlemont with Grove Vale far to Pallion?,Yes,no_change
Charlemont with Grove Vale,far,Pallion,Is Charlemont with Grove Vale near to Pallion?,No,replace_dis_token
Greenbank,far,Knottingley,Is Greenbank far to Knottingley?,Yes,no_change
Greenbank,far,Knottingley,Is Knottingley far of Greenbank?,No,flip_place
Haydock,far,Kenton,Is Haydock far to Kenton?,Yes,no_change
Haydock,far,Kenton,Is Kenton far of Haydock?,No,flip_place
Killingworth,far,Walkden North,Is Killingworth far to Walkden North?,Yes,no_change
Killingworth,far,Walkden North,Is Killingworth near to Walkden North?,No,replace_dis_token
Heatons South,far,Finningley,Is Heatons South far to Finningley?,Yes,no_change
Heatons South,far,Finningley,Is Finningley far of Heatons South?,No,flip_place
West Kirby and Thurstaston,far,Westgate,Is West Kirby and Thurstaston far to Westgate?,Yes,no_change
West Kirby and Thurstaston,far,Westgate,Is Westgate far of West Kirby and Thurstaston?,No,flip_place
Ettingshall,far,West Kirby and Thurstaston,Is Ettingshall far to West Kirby and Thurstaston?,Yes,no_change
Ettingshall,far,West Kirby and Thurstaston,Is Ettingshall near to West Kirby and Thurstaston?,No,replace_dis_token
Boothstown and Ellenbrook,far,St. Anne's,Is Boothstown and Ellenbrook far to St. Anne's?,Yes,no_change
Boothstown and Ellenbrook,far,St. Anne's,Is Boothstown and Ellenbrook near to St. Anne's?,No,replace_dis_token
Blakenall,far,Kingstone,Is Blakenall far to Kingstone?,Yes,no_change
Blakenall,far,Kingstone,Is Blakenall near to Kingstone?,No,replace_dis_token
Garforth and Swillington,far,Little Hulton,Is Garforth and Swillington far to Little Hulton?,Yes,no_change
Garforth and Swillington,far,Little Hulton,Is Garforth and Swillington near to Little Hulton?,No,replace_dis_token
Bradford Moor,far,Orrell,Is Bradford Moor far to Orrell?,Yes,no_change
Bradford Moor,far,Orrell,Is Bradford Moor near to Orrell?,No,replace_dis_token
Rotherham East,far,West Park,Is Rotherham East far to West Park?,Yes,no_change
Rotherham East,far,West Park,Is Rotherham East near to West Park?,No,replace_dis_token
Pontefract North,far,Winton,Is Pontefract North far to Winton?,Yes,no_change
Pontefract North,far,Winton,Is Winton far of Pontefract North?,No,flip_place
Whitley Bay,far,Doxey,Is Whitley Bay far to Doxey?,Yes,no_change
Whitley Bay,far,Doxey,Is Doxey far of Whitley Bay?,No,flip_place
Doxford,far,Mosborough,Is Doxford far to Mosborough?,Yes,no_change
Doxford,far,Mosborough,Is Doxford near to Mosborough?,No,replace_dis_token
Heald Green,far,Kirkdale,Is Heald Green far to Kirkdale?,Yes,no_change
Heald Green,far,Kirkdale,Is Kirkdale far of Heald Green?,No,flip_place
Darlaston South,far,Littleborough Lakeside,Is Darlaston South far to Littleborough Lakeside?,Yes,no_change
Darlaston South,far,Littleborough Lakeside,Is Darlaston South near to Littleborough Lakeside?,No,replace_dis_token
Mossley Hill,far,Penistone,Is Mossley Hill far to Penistone?,Yes,no_change
Mossley Hill,far,Penistone,Is Mossley Hill near to Penistone?,No,replace_dis_token
Benwell and Scotswood,far,Rossington,Is Benwell and Scotswood far to Rossington?,Yes,no_change
Benwell and Scotswood,far,Rossington,Is Rossington far of Benwell and Scotswood?,No,flip_place
Old Swan,far,Paddock,Is Old Swan far to Paddock?,Yes,no_change
Old Swan,far,Paddock,Is Paddock far of Old Swan?,No,flip_place
Northfield,far,Whickham North,Is Northfield far to Whickham North?,Yes,no_change
Northfield,far,Whickham North,Is Northfield near to Whickham North?,No,replace_dis_token
Ecclesall,far,Newburn,Is Ecclesall far to Newburn?,Yes,no_change
Ecclesall,far,Newburn,Is Ecclesall near to Newburn?,No,replace_dis_token
Calder,far,Finningley,Is Calder far to Finningley?,Yes,no_change
Calder,far,Finningley,Is Finningley far of Calder?,No,flip_place
Chirton,far,Swinton South,Is Chirton far to Swinton South?,Yes,no_change
Chirton,far,Swinton South,Is Swinton South far of Chirton?,No,flip_place
Keppel,far,Prenton,Is Keppel far to Prenton?,Yes,no_change
Keppel,far,Prenton,Is Keppel near to Prenton?,No,replace_dis_token
Astley Mosley Common,far,Copt Hill,Is Astley Mosley Common far to Copt Hill?,Yes,no_change
Astley Mosley Common,far,Copt Hill,Is Astley Mosley Common near to Copt Hill?,No,replace_dis_token
Hyde Newton,far,St. James's,Is Hyde Newton far to St. James's?,Yes,no_change
Hyde Newton,far,St. James's,Is St. James's far of Hyde Newton?,No,flip_place
Milkstone and Deeplish,far,West Derby,Is Milkstone and Deeplish far to West Derby?,Yes,no_change
Milkstone and Deeplish,far,West Derby,Is Milkstone and Deeplish near to West Derby?,No,replace_dis_token
Spotland and Falinge,far,Town,Is Spotland and Falinge far to Town?,Yes,no_change
Spotland and Falinge,far,Town,Is Spotland and Falinge near to Town?,No,replace_dis_token
Gipton and Harehills,far,Sedgley,Is Gipton and Harehills far to Sedgley?,Yes,no_change
Gipton and Harehills,far,Sedgley,Is Gipton and Harehills near to Sedgley?,No,replace_dis_token
Leigh West,far,Whickham South and Sunniside,Is Leigh West far to Whickham South and Sunniside?,Yes,no_change
Leigh West,far,Whickham South and Sunniside,Is Whickham South and Sunniside far of Leigh West?,No,flip_place
Central,far,East Park,Is Central far to East Park?,Yes,no_change
Central,far,East Park,Is East Park far of Central?,No,flip_place
Sowerby Bridge,far,Sutton Weaver (civil parish),Is Sowerby Bridge far to Sutton Weaver (civil parish)?,Yes,no_change
Sowerby Bridge,far,Sutton Weaver (civil parish),Is Sutton Weaver (civil parish) far of Sowerby Bridge?,No,flip_place
Lower Stoke,far,Princes Park,Is Lower Stoke far to Princes Park?,Yes,no_change
Lower Stoke,far,Princes Park,Is Lower Stoke near to Princes Park?,No,replace_dis_token
Northwood,far,Penistone,Is Northwood far to Penistone?,Yes,no_change
Northwood,far,Penistone,Is Penistone far of Northwood?,No,flip_place
Dewsbury South,far,St. Matthew's,Is Dewsbury South far to St. Matthew's?,Yes,no_change
Dewsbury South,far,St. Matthew's,Is Dewsbury South near to St. Matthew's?,No,replace_dis_token
Horwich and Blackrod,far,Washington South,Is Horwich and Blackrod far to Washington South?,Yes,no_change
Horwich and Blackrod,far,Washington South,Is Horwich and Blackrod near to Washington South?,No,replace_dis_token
