place1,dir,place2_Y,top,place2_Z,triplet,question,answer,transition
Bloxwich East,south,Wales South Yorkshire,borders,Blakenall,"Bloxwich East is south Wales South Yorkshire, borders Blakenall",Is Bloxwich East south of Wales South Yorkshire and borders Blakenall?,Yes,no_change
Bloxwich East,south,Wales South Yorkshire,borders,Blakenall,"Bloxwich East is south Wales South Yorkshire, borders Blakenall",Is Blakenall south of Wales South Yorkshire and borders Bloxwich East?,No,flip_place_z
Halewood North,west,Hulton,within,Metropolitan Borough of Knowsley,"Halewood North is west Hulton, within Metropolitan Borough of Knowsley",Is Halewood North west of Hulton and within Metropolitan Borough of Knowsley?,Yes,no_change
Halewood North,west,Hulton,within,Metropolitan Borough of Knowsley,"Halewood North is west Hulton, within Metropolitan Borough of Knowsley",Is Metropolitan Borough of Knowsley west of Hulton and within Halewood North?,No,flip_place_z
Halewood North,north,Moseley and Kings Heath,borders,Allerton and Hunts Cross,"Halewood North is north Moseley and Kings Heath, borders Allerton and Hunts Cross",Is Halewood North north of Moseley and Kings Heath and borders Allerton and Hunts Cross?,Yes,no_change
Halewood North,north,Moseley and Kings Heath,borders,Allerton and Hunts Cross,"Halewood North is north Moseley and Kings Heath, borders Allerton and Hunts Cross",Is Moseley and Kings Heath north of Halewood North and borders Allerton and Hunts Cross?,No,flip_place_y
Shaw,east,Old Swan,within,Metropolitan Borough of Oldham,"Shaw is east Old Swan, within Metropolitan Borough of Oldham",Is Shaw east of Old Swan and within Metropolitan Borough of Oldham?,Yes,no_change
Shaw,east,Old Swan,within,Metropolitan Borough of Oldham,"Shaw is east Old Swan, within Metropolitan Borough of Oldham",Is Shaw west of Old Swan and within Metropolitan Borough of Oldham?,No,replace_dir_token
Shaw,north,Soho,borders,St. James',"Shaw is north Soho, borders St. James'",Is Shaw north of Soho and borders St. James'?,Yes,no_change
Shaw,north,Soho,borders,St. James',"Shaw is north Soho, borders St. James'",Is St. James' north of Soho and borders Shaw?,No,flip_place_z
Upton,west,Horsforth,within,Metropolitan Borough of Wirral,"Upton is west Horsforth, within Metropolitan Borough of Wirral",Is Upton west of Horsforth and within Metropolitan Borough of Wirral?,Yes,no_change
Upton,west,Horsforth,within,Metropolitan Borough of Wirral,"Upton is west Horsforth, within Metropolitan Borough of Wirral",Is Upton east of Horsforth and within Metropolitan Borough of Wirral?,No,replace_dir_token
Upton,north,Pensby and Thingwall,borders,Pensby and Thingwall,"Upton is north Pensby and Thingwall, borders Pensby and Thingwall",Is Upton north of Pensby and Thingwall and borders Pensby and Thingwall?,Yes,no_change
Upton,north,Pensby and Thingwall,borders,Pensby and Thingwall,"Upton is north Pensby and Thingwall, borders Pensby and Thingwall",Is Pensby and Thingwall north of Pensby and Thingwall and borders Upton?,No,flip_place_z
Bordesley Green,south,East Middleton,within,Birmingham,"Bordesley Green is south East Middleton, within Birmingham",Is Bordesley Green south of East Middleton and within Birmingham?,Yes,no_change
Bordesley Green,south,East Middleton,within,Birmingham,"Bordesley Green is south East Middleton, within Birmingham",Is East Middleton south of Bordesley Green and within Birmingham?,No,flip_place_y
Bordesley Green,east,Park,borders,Nechells,"Bordesley Green is east Park, borders Nechells",Is Bordesley Green east of Park and borders Nechells?,Yes,no_change
Bordesley Green,east,Park,borders,Nechells,"Bordesley Green is east Park, borders Nechells",Is Bordesley Green west of Park and borders Nechells?,No,replace_dir_token
Shiregreen & Brightside,east,Wigan West,within,Sheffield,"Shiregreen & Brightside is east Wigan West, within Sheffield",Is Shiregreen & Brightside east of Wigan West and within Sheffield?,Yes,no_change
Shiregreen & Brightside,east,Wigan West,within,Sheffield,"Shiregreen & Brightside is east Wigan West, within Sheffield",Is Shiregreen & Brightside east of Wigan West and borders Sheffield?,No,replace_top_token
Shiregreen & Brightside,north,Penn,borders,Keppel,"Shiregreen & Brightside is north Penn, borders Keppel",Is Shiregreen & Brightside north of Penn and borders Keppel?,Yes,no_change
Shiregreen & Brightside,north,Penn,borders,Keppel,"Shiregreen & Brightside is north Penn, borders Keppel",Is Shiregreen & Brightside north of Penn and within Keppel?,No,replace_top_token
Walker,north,Dewsbury South,within,Newcastle upon Tyne,"Walker is north Dewsbury South, within Newcastle upon Tyne",Is Walker north of Dewsbury South and within Newcastle upon Tyne?,Yes,no_change
Walker,north,Dewsbury South,within,Newcastle upon Tyne,"Walker is north Dewsbury South, within Newcastle upon Tyne",Is Walker south of Dewsbury South and within Newcastle upon Tyne?,No,replace_dir_token
Walker,west,Beacon and Bents,borders,Byker,"Walker is west Beacon and Bents, borders Byker",Is Walker west of Beacon and Bents and borders Byker?,Yes,no_change
Walker,west,Beacon and Bents,borders,Byker,"Walker is west Beacon and Bents, borders Byker",Is Beacon and Bents west of Walker and borders Byker?,No,flip_place_y
Newton,south,Saddleworth West and Lees,within,North West Euro Region,"Newton is south Saddleworth West and Lees, within North West Euro Region",Is Newton south of Saddleworth West and Lees and within North West Euro Region?,Yes,no_change
Newton,south,Saddleworth West and Lees,within,North West Euro Region,"Newton is south Saddleworth West and Lees, within North West Euro Region",Is Newton north of Saddleworth West and Lees and within North West Euro Region?,No,replace_dir_token
Newton,west,Harpurhey,borders,Golborne and Lowton West,"Newton is west Harpurhey, borders Golborne and Lowton West",Is Newton west of Harpurhey and borders Golborne and Lowton West?,Yes,no_change
Newton,west,Harpurhey,borders,Golborne and Lowton West,"Newton is west Harpurhey, borders Golborne and Lowton West",Is Newton east of Harpurhey and borders Golborne and Lowton West?,No,replace_dir_token
Radford,south,Greetland and Stainland,within,Coventry,"Radford is south Greetland and Stainland, within Coventry",Is Radford south of Greetland and Stainland and within Coventry?,Yes,no_change
Radford,south,Greetland and Stainland,within,Coventry,"Radford is south Greetland and Stainland, within Coventry",Is Greetland and Stainland south of Radford and within Coventry?,No,flip_place_y
Radford,west,Henley,borders,St. Michael's,"Radford is west Henley, borders St. Michael's",Is Radford west of Henley and borders St. Michael's?,Yes,no_change
Radford,west,Henley,borders,St. Michael's,"Radford is west Henley, borders St. Michael's",Is Henley west of Radford and borders St. Michael's?,No,flip_place_y
Withington,east,Molyneux,borders,Didsbury West,"Withington is east Molyneux, borders Didsbury West",Is Withington east of Molyneux and borders Didsbury West?,Yes,no_change
Withington,east,Molyneux,borders,Didsbury West,"Withington is east Molyneux, borders Didsbury West",Is Molyneux east of Withington and borders Didsbury West?,No,flip_place_y
Cradley and Wollescote,south,Didsbury East,within,Metropolitan Borough of Dudley,"Cradley and Wollescote is south Didsbury East, within Metropolitan Borough of Dudley",Is Cradley and Wollescote south of Didsbury East and within Metropolitan Borough of Dudley?,Yes,no_change
Cradley and Wollescote,south,Didsbury East,within,Metropolitan Borough of Dudley,"Cradley and Wollescote is south Didsbury East, within Metropolitan Borough of Dudley",Is Cradley and Wollescote north of Didsbury East and within Metropolitan Borough of Dudley?,No,replace_dir_token
Cradley and Wollescote,west,Lozells and East Handsworth,borders,Cradley Heath and Old Hill,"Cradley and Wollescote is west Lozells and East Handsworth, borders Cradley Heath and Old Hill",Is Cradley and Wollescote west of Lozells and East Handsworth and borders Cradley Heath and Old Hill?,Yes,no_change
Cradley and Wollescote,west,Lozells and East Handsworth,borders,Cradley Heath and Old Hill,"Cradley and Wollescote is west Lozells and East Handsworth, borders Cradley Heath and Old Hill",Is Lozells and East Handsworth west of Cradley and Wollescote and borders Cradley Heath and Old Hill?,No,flip_place_y
Meols,west,Halliwell,within,North West Euro Region,"Meols is west Halliwell, within North West Euro Region",Is Meols west of Halliwell and within North West Euro Region?,Yes,no_change
Meols,west,Halliwell,within,North West Euro Region,"Meols is west Halliwell, within North West Euro Region",Is Meols west of Halliwell and borders North West Euro Region?,No,replace_top_token
Meols,north,Moseley and Kings Heath,borders,Norwood,"Meols is north Moseley and Kings Heath, borders Norwood",Is Meols north of Moseley and Kings Heath and borders Norwood?,Yes,no_change
Meols,north,Moseley and Kings Heath,borders,Norwood,"Meols is north Moseley and Kings Heath, borders Norwood",Is Norwood north of Moseley and Kings Heath and borders Meols?,No,flip_place_z
Church,west,Pemberton,within,Liverpool,"Church is west Pemberton, within Liverpool",Is Church west of Pemberton and within Liverpool?,Yes,no_change
Church,west,Pemberton,within,Liverpool,"Church is west Pemberton, within Liverpool",Is Church west of Pemberton and borders Liverpool?,No,replace_top_token
Church,south,Collingwood,borders,Redvales,"Church is south Collingwood, borders Redvales",Is Church south of Collingwood and borders Redvales?,Yes,no_change
Church,south,Collingwood,borders,Redvales,"Church is south Collingwood, borders Redvales",Is Redvales south of Collingwood and borders Church?,No,flip_place_z
Amblecote,south,Stockbridge,within,Metropolitan Borough of Dudley,"Amblecote is south Stockbridge, within Metropolitan Borough of Dudley",Is Amblecote south of Stockbridge and within Metropolitan Borough of Dudley?,Yes,no_change
Amblecote,south,Stockbridge,within,Metropolitan Borough of Dudley,"Amblecote is south Stockbridge, within Metropolitan Borough of Dudley",Is Amblecote south of Stockbridge and borders Metropolitan Borough of Dudley?,No,replace_top_token
Amblecote,west,Great Barr with Yew Tree,borders,Quarry Bank and Dudley Wood,"Amblecote is west Great Barr with Yew Tree, borders Quarry Bank and Dudley Wood",Is Amblecote west of Great Barr with Yew Tree and borders Quarry Bank and Dudley Wood?,Yes,no_change
Amblecote,west,Great Barr with Yew Tree,borders,Quarry Bank and Dudley Wood,"Amblecote is west Great Barr with Yew Tree, borders Quarry Bank and Dudley Wood",Is Amblecote west of Great Barr with Yew Tree and within Quarry Bank and Dudley Wood?,No,replace_top_token
Holme Valley North,west,Garforth and Swillington,within,Kirklees,"Holme Valley North is west Garforth and Swillington, within Kirklees",Is Holme Valley North west of Garforth and Swillington and within Kirklees?,Yes,no_change
Holme Valley North,west,Garforth and Swillington,within,Kirklees,"Holme Valley North is west Garforth and Swillington, within Kirklees",Is Garforth and Swillington west of Holme Valley North and within Kirklees?,No,flip_place_y
Holme Valley North,east,Higher Blackley,borders,Crosland Moor and Netherton,"Holme Valley North is east Higher Blackley, borders Crosland Moor and Netherton",Is Holme Valley North east of Higher Blackley and borders Crosland Moor and Netherton?,Yes,no_change
Holme Valley North,east,Higher Blackley,borders,Crosland Moor and Netherton,"Holme Valley North is east Higher Blackley, borders Crosland Moor and Netherton",Is Holme Valley North west of Higher Blackley and borders Crosland Moor and Netherton?,No,replace_dir_token
Hyde Newton,north,Stepping Hill,within,Tameside,"Hyde Newton is north Stepping Hill, within Tameside",Is Hyde Newton north of Stepping Hill and within Tameside?,Yes,no_change
Hyde Newton,north,Stepping Hill,within,Tameside,"Hyde Newton is north Stepping Hill, within Tameside",Is Tameside north of Stepping Hill and within Hyde Newton?,No,flip_place_z
Hyde Newton,south,Barnes,borders,Hyde Godley,"Hyde Newton is south Barnes, borders Hyde Godley",Is Hyde Newton south of Barnes and borders Hyde Godley?,Yes,no_change
Hyde Newton,south,Barnes,borders,Hyde Godley,"Hyde Newton is south Barnes, borders Hyde Godley",Is Barnes south of Hyde Newton and borders Hyde Godley?,No,flip_place_y
Rother Vale,south,Darfield,within,Metropolitan Borough of Rotherham,"Rother Vale is south Darfield, within Metropolitan Borough of Rotherham",Is Rother Vale south of Darfield and within Metropolitan Borough of Rotherham?,Yes,no_change
Rother Vale,south,Darfield,within,Metropolitan Borough of Rotherham,"Rother Vale is south Darfield, within Metropolitan Borough of Rotherham",Is Metropolitan Borough of Rotherham south of Darfield and within Rother Vale?,No,flip_place_z
Rother Vale,north,Merry Hill,borders,Beighton,"Rother Vale is north Merry Hill, borders Beighton",Is Rother Vale north of Merry Hill and borders Beighton?,Yes,no_change
Rother Vale,north,Merry Hill,borders,Beighton,"Rother Vale is north Merry Hill, borders Beighton",Is Rother Vale south of Merry Hill and borders Beighton?,No,replace_dir_token
Kirkburton,east,Worsley Mesnes,within,Kirklees,"Kirkburton is east Worsley Mesnes, within Kirklees",Is Kirkburton east of Worsley Mesnes and within Kirklees?,Yes,no_change
Kirkburton,east,Worsley Mesnes,within,Kirklees,"Kirkburton is east Worsley Mesnes, within Kirklees",Is Kirklees east of Worsley Mesnes and within Kirkburton?,No,flip_place_z
Kirkburton,south,Liversedge and Gomersal,borders,Dalton,"Kirkburton is south Liversedge and Gomersal, borders Dalton",Is Kirkburton south of Liversedge and Gomersal and borders Dalton?,Yes,no_change
Kirkburton,south,Liversedge and Gomersal,borders,Dalton,"Kirkburton is south Liversedge and Gomersal, borders Dalton",Is Kirkburton south of Liversedge and Gomersal and within Dalton?,No,replace_top_token
Whickham North,north,Atherton,within,Metropolitan Borough of Gateshead,"Whickham North is north Atherton, within Metropolitan Borough of Gateshead",Is Whickham North north of Atherton and within Metropolitan Borough of Gateshead?,Yes,no_change
