place1,dir,place2_Y,top,place2_Z,dis,place2_W,triplet,question,answer,transition
Hollinwood,east,Tuebrook and Stoneycroft,borders,Medlock Vale,far,St. Michael's,"Hollinwood is borders Medlock Vale, far to St. Michael's, and east of Tuebrook and Stoneycroft",Does Hollinwood border Medlock Vale and far to St. Michael's and east of Tuebrook and Stoneycroft?,Yes,no_change
Hollinwood,east,Tuebrook and Stoneycroft,borders,Medlock Vale,far,St. Michael's,"Hollinwood is borders Medlock Vale, far to St. Michael's, and east of Tuebrook and Stoneycroft",Is Hollinwood within Medlock Vale and far to St. Michael's and east of Tuebrook and Stoneycroft?,No,replace_top_token
Paddock,east,Tipton Green,borders,Pheasey Park Farm,far,Pudsey,"Paddock is borders Pheasey Park Farm, far to Pudsey, and east of Tipton Green",Does Paddock border Pheasey Park Farm and far to Pudsey and east of Tipton Green?,Yes,no_change
Paddock,east,Tipton Green,borders,Pheasey Park Farm,far,Pudsey,"Paddock is borders Pheasey Park Farm, far to Pudsey, and east of Tipton Green",Does Paddock border Pheasey Park Farm and far to Pudsey and west of Tipton Green?,No,replace_dir_token
St. Mary's,east,Haydock,borders,Priory,far,Tyburn,"St. Mary's is borders Priory, far to Tyburn, and east of Haydock",Does St. Mary's border Priory and far to Tyburn and east of Haydock?,Yes,no_change
St. Mary's,east,Haydock,borders,Priory,far,Tyburn,"St. Mary's is borders Priory, far to Tyburn, and east of Haydock",Does St. Mary's border Priory and far to Tyburn and west of Haydock?,No,replace_dir_token
Aston,east,Lye and Stourbridge North,borders,Perry Barr,far,St. Michaels,"Aston is borders Perry Barr, far to St. Michaels, and east of Lye and Stourbridge North",Does Aston border Perry Barr and far to St. Michaels and east of Lye and Stourbridge North?,Yes,no_change
Aston,east,Lye and Stourbridge North,borders,Perry Barr,far,St. Michaels,"Aston is borders Perry Barr, far to St. Michaels, and east of Lye and Stourbridge North",Does Perry Barr border Aston and far to St. Michaels and east of Lye and Stourbridge North?,No,flip_place
Wickersley,east,Balderstone and Kirkholt,borders,Hellaby,far,Withington,"Wickersley is borders Hellaby, far to Withington, and east of Balderstone and Kirkholt",Does Wickersley border Hellaby and far to Withington and east of Balderstone and Kirkholt?,Yes,no_change
Wickersley,east,Balderstone and Kirkholt,borders,Hellaby,far,Withington,"Wickersley is borders Hellaby, far to Withington, and east of Balderstone and Kirkholt",Does Wickersley border Hellaby and near to Withington and east of Balderstone and Kirkholt?,No,replace_dis_token
Smith's Wood,east,Pheasey Park Farm,borders,Kingshurst and Fordbridge,far,Dinnington St. John's,"Smith's Wood is borders Kingshurst and Fordbridge, far to Dinnington St. John's, and east of Pheasey Park Farm",Does Smith's Wood border Kingshurst and Fordbridge and far to Dinnington St. John's and east of Pheasey Park Farm?,Yes,no_change
Smith's Wood,east,Pheasey Park Farm,borders,Kingshurst and Fordbridge,far,Dinnington St. John's,"Smith's Wood is borders Kingshurst and Fordbridge, far to Dinnington St. John's, and east of Pheasey Park Farm",Does Kingshurst and Fordbridge border Smith's Wood and far to Dinnington St. John's and east of Pheasey Park Farm?,No,flip_place
Shiney Row,east,Dunston and Teams,borders,Copt Hill,far,Finstall,"Shiney Row is borders Copt Hill, far to Finstall, and east of Dunston and Teams",Does Shiney Row border Copt Hill and far to Finstall and east of Dunston and Teams?,Yes,no_change
Shiney Row,east,Dunston and Teams,borders,Copt Hill,far,Finstall,"Shiney Row is borders Copt Hill, far to Finstall, and east of Dunston and Teams",Does Shiney Row border Copt Hill and near to Finstall and east of Dunston and Teams?,No,replace_dis_token
St. Thomas's,east,St. James's,borders,Tipton Green,far,Walker,"St. Thomas's is borders Tipton Green, far to Walker, and east of St. James's",Does St. Thomas's border Tipton Green and far to Walker and east of St. James's?,Yes,no_change
St. Thomas's,east,St. James's,borders,Tipton Green,far,Walker,"St. Thomas's is borders Tipton Green, far to Walker, and east of St. James's",Is St. Thomas's within Tipton Green and far to Walker and east of St. James's?,No,replace_top_token
Bordesley Green,south,Windy Nook and Whitehills,within,Birmingham,near,Edgbaston,"Bordesley Green is within Birmingham, near to Edgbaston, and south of Windy Nook and Whitehills",Is Bordesley Green within Birmingham and near to Edgbaston and south of Windy Nook and Whitehills?,Yes,no_change
Bordesley Green,south,Windy Nook and Whitehills,within,Birmingham,near,Edgbaston,"Bordesley Green is within Birmingham, near to Edgbaston, and south of Windy Nook and Whitehills",Is Birmingham within Bordesley Green and near to Edgbaston and south of Windy Nook and Whitehills?,No,flip_place
Barton,south,West Park,within,City of Salford,near,Davyhulme West,"Barton is within City of Salford, near to Davyhulme West, and south of West Park",Is Barton within City of Salford and near to Davyhulme West and south of West Park?,Yes,no_change
Barton,south,West Park,within,City of Salford,near,Davyhulme West,"Barton is within City of Salford, near to Davyhulme West, and south of West Park",Is Barton within City of Salford and near to Davyhulme West and north of West Park?,No,replace_dir_token
Speke-Garston,south,Cullercoats,within,Liverpool,near,Picton Cheshire,"Speke-Garston is within Liverpool, near to Picton Cheshire, and south of Cullercoats",Is Speke-Garston within Liverpool and near to Picton Cheshire and south of Cullercoats?,Yes,no_change
Speke-Garston,south,Cullercoats,within,Liverpool,near,Picton Cheshire,"Speke-Garston is within Liverpool, near to Picton Cheshire, and south of Cullercoats",Is Liverpool within Speke-Garston and near to Picton Cheshire and south of Cullercoats?,No,flip_place
Foleshill,south,Thatto Heath,within,West Midlands Euro Region,near,St. Michael's,"Foleshill is within West Midlands Euro Region, near to St. Michael's, and south of Thatto Heath",Is Foleshill within West Midlands Euro Region and near to St. Michael's and south of Thatto Heath?,Yes,no_change
Foleshill,south,Thatto Heath,within,West Midlands Euro Region,near,St. Michael's,"Foleshill is within West Midlands Euro Region, near to St. Michael's, and south of Thatto Heath",Is Foleshill within West Midlands Euro Region and near to St. Michael's and north of Thatto Heath?,No,replace_dir_token
Breightmet,south,Bromley Cross,within,Metropolitan Borough of Bolton,near,Halliwell,"Breightmet is within Metropolitan Borough of Bolton, near to Halliwell, and south of Bromley Cross",Is Breightmet within Metropolitan Borough of Bolton and near to Halliwell and south of Bromley Cross?,Yes,no_change
Breightmet,south,Bromley Cross,within,Metropolitan Borough of Bolton,near,Halliwell,"Breightmet is within Metropolitan Borough of Bolton, near to Halliwell, and south of Bromley Cross",Is Metropolitan Borough of Bolton within Breightmet and near to Halliwell and south of Bromley Cross?,No,flip_place
Balderstone and Kirkholt,south,Woolsington,within,North West Euro Region,near,Royton South,"Balderstone and Kirkholt is within North West Euro Region, near to Royton South, and south of Woolsington",Is Balderstone and Kirkholt within North West Euro Region and near to Royton South and south of Woolsington?,Yes,no_change
Balderstone and Kirkholt,south,Woolsington,within,North West Euro Region,near,Royton South,"Balderstone and Kirkholt is within North West Euro Region, near to Royton South, and south of Woolsington",Is Balderstone and Kirkholt within North West Euro Region and far to Royton South and south of Woolsington?,No,replace_dis_token
Ryton Crookhill and Stella,south,Newburn,within,Metropolitan Borough of Gateshead,near,Whickham South and Sunniside,"Ryton Crookhill and Stella is within Metropolitan Borough of Gateshead, near to Whickham South and Sunniside, and south of Newburn",Is Ryton Crookhill and Stella within Metropolitan Borough of Gateshead and near to Whickham South and Sunniside and south of Newburn?,Yes,no_change
Ryton Crookhill and Stella,south,Newburn,within,Metropolitan Borough of Gateshead,near,Whickham South and Sunniside,"Ryton Crookhill and Stella is within Metropolitan Borough of Gateshead, near to Whickham South and Sunniside, and south of Newburn",Is Metropolitan Borough of Gateshead within Ryton Crookhill and Stella and near to Whickham South and Sunniside and south of Newburn?,No,flip_place
Moseley and Kings Heath,south,Birley,within,West Midlands Euro Region,near,Sparkbrook,"Moseley and Kings Heath is within West Midlands Euro Region, near to Sparkbrook, and south of Birley",Is Moseley and Kings Heath within West Midlands Euro Region and near to Sparkbrook and south of Birley?,Yes,no_change
Moseley and Kings Heath,south,Birley,within,West Midlands Euro Region,near,Sparkbrook,"Moseley and Kings Heath is within West Midlands Euro Region, near to Sparkbrook, and south of Birley",Is West Midlands Euro Region within Moseley and Kings Heath and near to Sparkbrook and south of Birley?,No,flip_place
Harington,south,Washington Central,within,North West Euro Region,near,Manor,"Harington is within North West Euro Region, near to Manor, and south of Washington Central",Is Harington within North West Euro Region and near to Manor and south of Washington Central?,Yes,no_change
Harington,south,Washington Central,within,North West Euro Region,near,Manor,"Harington is within North West Euro Region, near to Manor, and south of Washington Central",Does Harington border North West Euro Region and near to Manor and south of Washington Central?,No,replace_top_token
Droylsden West,south,Benwell and Scotswood,within,North West Euro Region,near,Moston,"Droylsden West is within North West Euro Region, near to Moston, and south of Benwell and Scotswood",Is Droylsden West within North West Euro Region and near to Moston and south of Benwell and Scotswood?,Yes,no_change
Droylsden West,south,Benwell and Scotswood,within,North West Euro Region,near,Moston,"Droylsden West is within North West Euro Region, near to Moston, and south of Benwell and Scotswood",Is North West Euro Region within Droylsden West and near to Moston and south of Benwell and Scotswood?,No,flip_place
Charlestown,south,Denton,within,North West Euro Region,near,Hollinwood,"Charlestown is within North West Euro Region, near to Hollinwood, and south of Denton",Is Charlestown within North West Euro Region and near to Hollinwood and south of Denton?,Yes,no_change
Charlestown,south,Denton,within,North West Euro Region,near,Hollinwood,"Charlestown is within North West Euro Region, near to Hollinwood, and south of Denton",Does Charlestown border North West Euro Region and near to Hollinwood and south of Denton?,No,replace_top_token
Halesowen North,south,Harewood,within,West Midlands Euro Region,near,Quarry Bank and Dudley Wood,"Halesowen North is within West Midlands Euro Region, near to Quarry Bank and Dudley Wood, and south of Harewood",Is Halesowen North within West Midlands Euro Region and near to Quarry Bank and Dudley Wood and south of Harewood?,Yes,no_change
Halesowen North,south,Harewood,within,West Midlands Euro Region,near,Quarry Bank and Dudley Wood,"Halesowen North is within West Midlands Euro Region, near to Quarry Bank and Dudley Wood, and south of Harewood",Is Halesowen North within West Midlands Euro Region and far to Quarry Bank and Dudley Wood and south of Harewood?,No,replace_dis_token
Swinton North,south,Redvales,within,City of Salford,near,Walkden South,"Swinton North is within City of Salford, near to Walkden South, and south of Redvales",Is Swinton North within City of Salford and near to Walkden South and south of Redvales?,Yes,no_change
Swinton North,south,Redvales,within,City of Salford,near,Walkden South,"Swinton North is within City of Salford, near to Walkden South, and south of Redvales",Does Swinton North border City of Salford and near to Walkden South and south of Redvales?,No,replace_top_token
Longford,south,Horsforth,within,Trafford,near,Stretford,"Longford is within Trafford, near to Stretford, and south of Horsforth",Is Longford within Trafford and near to Stretford and south of Horsforth?,Yes,no_change
Longford,south,Horsforth,within,Trafford,near,Stretford,"Longford is within Trafford, near to Stretford, and south of Horsforth",Is Longford within Trafford and near to Stretford and north of Horsforth?,No,replace_dir_token
Bournville,south,Prescot,within,West Midlands Euro Region,near,Edgbaston,"Bournville is within West Midlands Euro Region, near to Edgbaston, and south of Prescot",Is Bournville within West Midlands Euro Region and near to Edgbaston and south of Prescot?,Yes,no_change
Bournville,south,Prescot,within,West Midlands Euro Region,near,Edgbaston,"Bournville is within West Midlands Euro Region, near to Edgbaston, and south of Prescot",Is Bournville within West Midlands Euro Region and far to Edgbaston and south of Prescot?,No,replace_dis_token
Colne Valley,south,Chopwell and Rowlands Gill,within,Yorkshire and the Humber Euro Region,near,Elland,"Colne Valley is within Yorkshire and the Humber Euro Region, near to Elland, and south of Chopwell and Rowlands Gill",Is Colne Valley within Yorkshire and the Humber Euro Region and near to Elland and south of Chopwell and Rowlands Gill?,Yes,no_change
