place1,top,place2_Y,dis,place2_Z,triplet,question,answer,transition
Weaste and Seedley,borders,Eccles,close,West Heywood,"Weaste and Seedley is borders Eccles, close West Heywood",Does Eccles borders Weaste and Seedley and close to West Heywood?,No,flip_place
Ardsley and Robin Hood,within,Yorkshire and the Humber Euro Region,distant,Burnage,"Ardsley and Robin Hood is within Yorkshire and the Humber Euro Region, distant Burnage",Is Ardsley and Robin Hood within Yorkshire and the Humber Euro Region and distant to Burnage?,Yes,no_change
Ardsley and Robin Hood,within,Yorkshire and the Humber Euro Region,distant,Burnage,"Ardsley and Robin Hood is within Yorkshire and the Humber Euro Region, distant Burnage",Is Ardsley and Robin Hood within Yorkshire and the Humber Euro Region and close to Burnage?,No,replace_dis_token
Ardsley and Robin Hood,within,Yorkshire and the Humber Euro Region,far,Lamesley,"Ardsley and Robin Hood is within Yorkshire and the Humber Euro Region, far Lamesley",Is Ardsley and Robin Hood within Yorkshire and the Humber Euro Region and far to Lamesley?,Yes,no_change
Ardsley and Robin Hood,within,Yorkshire and the Humber Euro Region,far,Lamesley,"Ardsley and Robin Hood is within Yorkshire and the Humber Euro Region, far Lamesley",Is Yorkshire and the Humber Euro Region within Ardsley and Robin Hood and far to Lamesley?,No,flip_place
Ardsley and Robin Hood,borders,Ossett,near,City and Hunslet,"Ardsley and Robin Hood is borders Ossett, near City and Hunslet",Does Ardsley and Robin Hood borders Ossett and near to City and Hunslet?,Yes,no_change
Ardsley and Robin Hood,borders,Ossett,near,City and Hunslet,"Ardsley and Robin Hood is borders Ossett, near City and Hunslet",Is Ardsley and Robin Hood within Ossett and near to City and Hunslet?,No,replace_top_token
Ardsley and Robin Hood,borders,Ossett,close,Old Town,"Ardsley and Robin Hood is borders Ossett, close Old Town",Does Ardsley and Robin Hood borders Ossett and close to Old Town?,Yes,no_change
Ardsley and Robin Hood,borders,Ossett,close,Old Town,"Ardsley and Robin Hood is borders Ossett, close Old Town",Does Ossett borders Ardsley and Robin Hood and close to Old Town?,No,flip_place
Claremont,within,North West Euro Region,distant,Dewsbury East,"Claremont is within North West Euro Region, distant Dewsbury East",Is Claremont within North West Euro Region and distant to Dewsbury East?,Yes,no_change
Claremont,within,North West Euro Region,distant,Dewsbury East,"Claremont is within North West Euro Region, distant Dewsbury East",Does Claremont borders North West Euro Region and distant to Dewsbury East?,No,replace_top_token
Claremont,within,North West Euro Region,far,Bickenhill,"Claremont is within North West Euro Region, far Bickenhill",Is Claremont within North West Euro Region and far to Bickenhill?,Yes,no_change
Claremont,within,North West Euro Region,far,Bickenhill,"Claremont is within North West Euro Region, far Bickenhill",Is North West Euro Region within Claremont and far to Bickenhill?,No,flip_place
Claremont,borders,Langworthy,near,Eccles,"Claremont is borders Langworthy, near Eccles",Does Claremont borders Langworthy and near to Eccles?,Yes,no_change
Claremont,borders,Langworthy,near,Eccles,"Claremont is borders Langworthy, near Eccles",Does Claremont borders Langworthy and far to Eccles?,No,replace_dis_token
Claremont,borders,Langworthy,close,Coldhurst,"Claremont is borders Langworthy, close Coldhurst",Does Claremont borders Langworthy and close to Coldhurst?,Yes,no_change
Claremont,borders,Langworthy,close,Coldhurst,"Claremont is borders Langworthy, close Coldhurst",Does Claremont borders Langworthy and distant to Coldhurst?,No,replace_dis_token
Westhoughton North and Chew Moor,within,Metropolitan Borough of Bolton,distant,Shevington,"Westhoughton North and Chew Moor is within Metropolitan Borough of Bolton, distant Shevington",Is Westhoughton North and Chew Moor within Metropolitan Borough of Bolton and distant to Shevington?,Yes,no_change
Westhoughton North and Chew Moor,within,Metropolitan Borough of Bolton,distant,Shevington,"Westhoughton North and Chew Moor is within Metropolitan Borough of Bolton, distant Shevington",Is Metropolitan Borough of Bolton within Westhoughton North and Chew Moor and distant to Shevington?,No,flip_place
Westhoughton North and Chew Moor,within,Metropolitan Borough of Bolton,far,Chelmsley Wood,"Westhoughton North and Chew Moor is within Metropolitan Borough of Bolton, far Chelmsley Wood",Is Westhoughton North and Chew Moor within Metropolitan Borough of Bolton and far to Chelmsley Wood?,Yes,no_change
Westhoughton North and Chew Moor,within,Metropolitan Borough of Bolton,far,Chelmsley Wood,"Westhoughton North and Chew Moor is within Metropolitan Borough of Bolton, far Chelmsley Wood",Is Metropolitan Borough of Bolton within Westhoughton North and Chew Moor and far to Chelmsley Wood?,No,flip_place
Westhoughton North and Chew Moor,borders,Horwich and Blackrod,near,Horwich,"Westhoughton North and Chew Moor is borders Horwich and Blackrod, near Horwich",Does Westhoughton North and Chew Moor borders Horwich and Blackrod and near to Horwich?,Yes,no_change
Westhoughton North and Chew Moor,borders,Horwich and Blackrod,near,Horwich,"Westhoughton North and Chew Moor is borders Horwich and Blackrod, near Horwich",Does Horwich and Blackrod borders Westhoughton North and Chew Moor and near to Horwich?,No,flip_place
Westhoughton North and Chew Moor,borders,Horwich and Blackrod,close,Eccleston St Helens,"Westhoughton North and Chew Moor is borders Horwich and Blackrod, close Eccleston St Helens",Does Westhoughton North and Chew Moor borders Horwich and Blackrod and close to Eccleston St Helens?,Yes,no_change
Westhoughton North and Chew Moor,borders,Horwich and Blackrod,close,Eccleston St Helens,"Westhoughton North and Chew Moor is borders Horwich and Blackrod, close Eccleston St Helens",Does Westhoughton North and Chew Moor borders Horwich and Blackrod and distant to Eccleston St Helens?,No,replace_dis_token
Tonge with the Haulgh,within,Metropolitan Borough of Bolton,distant,Victoria,"Tonge with the Haulgh is within Metropolitan Borough of Bolton, distant Victoria",Is Tonge with the Haulgh within Metropolitan Borough of Bolton and distant to Victoria?,Yes,no_change
Tonge with the Haulgh,within,Metropolitan Borough of Bolton,distant,Victoria,"Tonge with the Haulgh is within Metropolitan Borough of Bolton, distant Victoria",Is Tonge with the Haulgh within Metropolitan Borough of Bolton and close to Victoria?,No,replace_dis_token
Tonge with the Haulgh,within,Metropolitan Borough of Bolton,far,Wainbody,"Tonge with the Haulgh is within Metropolitan Borough of Bolton, far Wainbody",Is Tonge with the Haulgh within Metropolitan Borough of Bolton and far to Wainbody?,Yes,no_change
Tonge with the Haulgh,within,Metropolitan Borough of Bolton,far,Wainbody,"Tonge with the Haulgh is within Metropolitan Borough of Bolton, far Wainbody",Does Tonge with the Haulgh borders Metropolitan Borough of Bolton and far to Wainbody?,No,replace_top_token
Tonge with the Haulgh,borders,Crompton,near,Walkden South,"Tonge with the Haulgh is borders Crompton, near Walkden South",Does Tonge with the Haulgh borders Crompton and near to Walkden South?,Yes,no_change
Tonge with the Haulgh,borders,Crompton,near,Walkden South,"Tonge with the Haulgh is borders Crompton, near Walkden South",Does Tonge with the Haulgh borders Crompton and far to Walkden South?,No,replace_dis_token
Tonge with the Haulgh,borders,Crompton,close,Village,"Tonge with the Haulgh is borders Crompton, close Village",Does Tonge with the Haulgh borders Crompton and close to Village?,Yes,no_change
Tonge with the Haulgh,borders,Crompton,close,Village,"Tonge with the Haulgh is borders Crompton, close Village",Does Crompton borders Tonge with the Haulgh and close to Village?,No,flip_place
Hoober,within,Metropolitan Borough of Rotherham,distant,Alwoodley,"Hoober is within Metropolitan Borough of Rotherham, distant Alwoodley",Is Hoober within Metropolitan Borough of Rotherham and distant to Alwoodley?,Yes,no_change
Hoober,within,Metropolitan Borough of Rotherham,distant,Alwoodley,"Hoober is within Metropolitan Borough of Rotherham, distant Alwoodley",Does Hoober borders Metropolitan Borough of Rotherham and distant to Alwoodley?,No,replace_top_token
Hoober,within,Metropolitan Borough of Rotherham,far,Wednesbury South,"Hoober is within Metropolitan Borough of Rotherham, far Wednesbury South",Is Hoober within Metropolitan Borough of Rotherham and far to Wednesbury South?,Yes,no_change
Hoober,within,Metropolitan Borough of Rotherham,far,Wednesbury South,"Hoober is within Metropolitan Borough of Rotherham, far Wednesbury South",Does Hoober borders Metropolitan Borough of Rotherham and far to Wednesbury South?,No,replace_top_token
Hoober,borders,Keppel,near,Sprotbrough and Cusworth,"Hoober is borders Keppel, near Sprotbrough and Cusworth",Does Hoober borders Keppel and near to Sprotbrough and Cusworth?,Yes,no_change
Hoober,borders,Keppel,near,Sprotbrough and Cusworth,"Hoober is borders Keppel, near Sprotbrough and Cusworth",Is Hoober within Keppel and near to Sprotbrough and Cusworth?,No,replace_top_token
Hoober,borders,Keppel,close,Walkley,"Hoober is borders Keppel, close Walkley",Does Hoober borders Keppel and close to Walkley?,Yes,no_change
Hoober,borders,Keppel,close,Walkley,"Hoober is borders Keppel, close Walkley",Does Keppel borders Hoober and close to Walkley?,No,flip_place
Merry Hill,within,Wolverhampton,distant,Sparkbrook,"Merry Hill is within Wolverhampton, distant Sparkbrook",Is Merry Hill within Wolverhampton and distant to Sparkbrook?,Yes,no_change
Merry Hill,within,Wolverhampton,distant,Sparkbrook,"Merry Hill is within Wolverhampton, distant Sparkbrook",Is Wolverhampton within Merry Hill and distant to Sparkbrook?,No,flip_place
Merry Hill,within,Wolverhampton,far,Swanside,"Merry Hill is within Wolverhampton, far Swanside",Is Merry Hill within Wolverhampton and far to Swanside?,Yes,no_change
Merry Hill,within,Wolverhampton,far,Swanside,"Merry Hill is within Wolverhampton, far Swanside",Is Merry Hill within Wolverhampton and near to Swanside?,No,replace_dis_token
Merry Hill,borders,Graiseley,near,Spring Vale,"Merry Hill is borders Graiseley, near Spring Vale",Does Merry Hill borders Graiseley and near to Spring Vale?,Yes,no_change
Merry Hill,borders,Graiseley,near,Spring Vale,"Merry Hill is borders Graiseley, near Spring Vale",Does Merry Hill borders Graiseley and far to Spring Vale?,No,replace_dis_token
Merry Hill,borders,Graiseley,close,Pedmore and Stourbridge East,"Merry Hill is borders Graiseley, close Pedmore and Stourbridge East",Does Merry Hill borders Graiseley and close to Pedmore and Stourbridge East?,Yes,no_change
Merry Hill,borders,Graiseley,close,Pedmore and Stourbridge East,"Merry Hill is borders Graiseley, close Pedmore and Stourbridge East",Does Graiseley borders Merry Hill and close to Pedmore and Stourbridge East?,No,flip_place
Childwall,within,Liverpool,distant,Worsley Mesnes,"Childwall is within Liverpool, distant Worsley Mesnes",Is Childwall within Liverpool and distant to Worsley Mesnes?,Yes,no_change
Childwall,within,Liverpool,distant,Worsley Mesnes,"Childwall is within Liverpool, distant Worsley Mesnes",Is Childwall within Liverpool and close to Worsley Mesnes?,No,replace_dis_token
Childwall,within,Liverpool,far,Elswick,"Childwall is within Liverpool, far Elswick",Is Childwall within Liverpool and far to Elswick?,Yes,no_change
Childwall,within,Liverpool,far,Elswick,"Childwall is within Liverpool, far Elswick",Is Liverpool within Childwall and far to Elswick?,No,flip_place
Childwall,borders,Old Swan,near,Kensington and Fairfield,"Childwall is borders Old Swan, near Kensington and Fairfield",Does Childwall borders Old Swan and near to Kensington and Fairfield?,Yes,no_change
Childwall,borders,Old Swan,near,Kensington and Fairfield,"Childwall is borders Old Swan, near Kensington and Fairfield",Is Childwall within Old Swan and near to Kensington and Fairfield?,No,replace_top_token
Childwall,borders,Old Swan,close,Linacre,"Childwall is borders Old Swan, close Linacre",Does Childwall borders Old Swan and close to Linacre?,Yes,no_change
Childwall,borders,Old Swan,close,Linacre,"Childwall is borders Old Swan, close Linacre",Is Childwall within Old Swan and close to Linacre?,No,replace_top_token
Rusholme,within,Manchester,distant,Stannington,"Rusholme is within Manchester, distant Stannington",Is Rusholme within Manchester and distant to Stannington?,Yes,no_change
Rusholme,within,Manchester,distant,Stannington,"Rusholme is within Manchester, distant Stannington",Is Rusholme within Manchester and close to Stannington?,No,replace_dis_token
Rusholme,within,Manchester,far,Tickhill & Wadsworth,"Rusholme is within Manchester, far Tickhill & Wadsworth",Is Rusholme within Manchester and far to Tickhill & Wadsworth?,Yes,no_change
Rusholme,within,Manchester,far,Tickhill & Wadsworth,"Rusholme is within Manchester, far Tickhill & Wadsworth",Does Rusholme borders Manchester and far to Tickhill & Wadsworth?,No,replace_top_token
Rusholme,borders,Fallowfield,near,Whalley Range,"Rusholme is borders Fallowfield, near Whalley Range",Does Rusholme borders Fallowfield and near to Whalley Range?,Yes,no_change
Rusholme,borders,Fallowfield,near,Whalley Range,"Rusholme is borders Fallowfield, near Whalley Range",Is Rusholme within Fallowfield and near to Whalley Range?,No,replace_top_token
Rusholme,borders,Fallowfield,close,Woodhouse Park,"Rusholme is borders Fallowfield, close Woodhouse Park",Does Rusholme borders Fallowfield and close to Woodhouse Park?,Yes,no_change
