question,options,answer,option_sources,concept,top,dis,dir
Which city lies north to Atherton and within Metropolitan Borough of Gateshead?,"A. Knowle
B. Whickham North
C. Washington South",B. Whickham North,"random,correct,partial",2,1,0,1
Which city lies west to Redhill and borders Dunston Hill and Whickham East?,"A. Whickham North
B. Bridges
C. Upton",A. Whickham North,"correct,partial,random",2,1,0,1
Which city lies south to Wallsend and within Metropolitan Borough of Bolton?,"A. Little Lever and Darcy Lever
B. Blakenall
C. St. Peter's",A. Little Lever and Darcy Lever,"correct,partial,random",2,1,0,1
Which city lies north to Walkden South and borders Radcliffe West?,"A. Little Lever and Darcy Lever
B. Elton
C. Wyke",A. Little Lever and Darcy Lever,"correct,partial,random",2,1,0,1
Which city lies north to Kingstanding and within Metropolitan Borough of Stockport?,"A. Hemsworth
B. Everton
C. Reddish North",C. Reddish North,"partial,random,correct",2,1,0,1
Which city lies south to Miles Platting and Newton Heath and borders Gorton South?,"A. Reddish North
B. City of Salford
C. Shirley South",A. Reddish North,"correct,random,partial",2,1,0,1
Which city lies north to Aldridge Central and South and within North West Euro Region?,"A. Wath
B. East Middleton
C. County",B. East Middleton,"random,correct,partial",2,1,0,1
Which city lies south to Hendon and borders Charlestown?,"A. East Middleton
B. Darnall
C. Halewood",A. East Middleton,"correct,random,partial",2,1,0,1
Which city lies west to Old Town and within Manchester?,"A. Heaton and Lostock
B. Old Moat
C. Irwell Riverside",B. Old Moat,"partial,correct,random",2,1,0,1
Which city lies north to Tyburn and borders Withington?,"A. Holbrook
B. Old Moat
C. Rothwell",B. Old Moat,"random,correct,partial",2,1,0,1
Which city lies east to Thatto Heath and within City of Bradford?,"A. Nechells
B. Royds
C. Ovenden",B. Royds,"random,correct,partial",2,1,0,1
Which city lies west to Tickhill & Wadsworth and borders Queensbury?,"A. Maltby South Yorkshire
B. Royds
C. Horbury and South Ossett",B. Royds,"random,correct,partial",2,1,0,1
Which city lies south to Blaydon and within Metropolitan Borough of Walsall?,"A. Pheasey Park Farm
B. Kew
C. Stalybridge South",A. Pheasey Park Farm,"correct,partial,random",2,1,0,1
Which city lies east to Greets Green and Lyng and borders Oscott?,"A. Amblecote
B. Perry Barr
C. Pheasey Park Farm",C. Pheasey Park Farm,"random,partial,correct",2,1,0,1
Which city lies north to Lyndon and within Metropolitan Borough of Bury?,"A. Holyrood
B. Stanley and Outwood East
C. Haydock",A. Holyrood,"correct,partial,random",2,1,0,1
Which city lies east to St. Mary's and borders South Middleton?,"A. Rockingham
B. Denton North East
C. Holyrood",C. Holyrood,"partial,random,correct",2,1,0,1
Which city lies south to Biddick and All Saints and within North West Euro Region?,"A. Kingswinford North and Wall Heath
B. Broughton
C. Moorside",C. Moorside,"partial,random,correct",2,1,0,1
Which city lies north to Gornal and borders North Manor?,"A. Moorside
B. Wardle and West Littleborough
C. Standish with Langtree",A. Moorside,"correct,random,partial",2,1,0,1
Which city lies west to Bingley Rural and within North West Euro Region?,"A. Heswall
B. Cross Gates and Whinmoor
C. Abram",C. Abram,"partial,random,correct",2,1,0,1
Which city lies south to Cleadon Park and borders Hindley Green?,"A. Kearsley
B. Abram
C. Cheadle Hulme South",B. Abram,"partial,correct,random",2,1,0,1
Which city lies south to Southwick and within West Midlands Euro Region?,"A. Moss Side
B. Sutton Vesey
C. Graves Park",B. Sutton Vesey,"random,correct,partial",2,1,0,1
Which city lies north to Sparkbrook and borders Erdington?,"A. Newsome
B. Sutton Vesey
C. Central Rochdale",B. Sutton Vesey,"random,correct,partial",2,1,0,1
Which city lies north to Sutton Trinity and within City of Sunderland?,"A. Bede
B. Redhill
C. Bede",B. Redhill,"random,correct,partial",2,1,0,1
Which city lies east to Parklands and borders Boldon Colliery?,"A. Redhill
B. Tynemouth
C. Wavertree",A. Redhill,"correct,partial,random",2,1,0,1
Which city lies north to Winton and within North East Euro Region?,"A. Swinton
B. Felling
C. Benton",B. Felling,"random,correct,partial",2,1,0,1
Which city lies south to Benton and borders Bridges?,"A. Short Heath
B. Felling
C. Headingley",B. Felling,"partial,correct,random",2,1,0,1
Which city lies south to Dewsbury South and within Metropolitan Borough of Solihull?,"A. Blythe
B. Hopwood Hall
C. Wickersley",A. Blythe,"correct,random,partial",2,1,0,1
Which city lies east to Netherton Woodside and St. Andrews and borders Shirley South?,"A. Blythe
B. Morley West Yorkshire
C. Harborne",A. Blythe,"correct,random,partial",2,1,0,1
Which city lies west to Stainforth & Barnby Dun and within Liverpool?,"A. Kirkdale
B. South Middleton
C. Wakefield South",A. Kirkdale,"correct,partial,random",2,1,0,1
Which city lies south to Chirton and borders County?,"A. Kirkdale
B. Rowley
C. Longdendale",A. Kirkdale,"correct,partial,random",2,1,0,1
Which city lies west to Cross Gates and Whinmoor and within Liverpool?,"A. Elland
B. Clubmoor
C. Tuebrook and Stoneycroft",C. Tuebrook and Stoneycroft,"partial,random,correct",2,1,0,1
Which city lies south to Beacon and Bents and borders Old Swan?,"A. North Jesmond
B. Tuebrook and Stoneycroft
C. Tonge with the Haulgh",B. Tuebrook and Stoneycroft,"random,correct,partial",2,1,0,1
Which city lies south to Sandhill and within Metropolitan Borough of Barnsley?,"A. Westwood
B. Swanside
C. North East",C. North East,"partial,random,correct",2,1,0,1
Which city lies east to Kirkburton and borders Monk Bretton?,"A. Airedale and Ferry Fryston
B. Manor
C. North East",C. North East,"partial,random,correct",2,1,0,1
Which city lies west to Roman Ridge and within Trafford?,"A. Howdon
B. Bolton and Undercliffe
C. Urmston",C. Urmston,"random,partial,correct",2,1,0,1
Which city lies south to West Heywood and borders Davyhulme East?,"A. Upper Stoke
B. Rushall-Shelfield
C. Urmston",C. Urmston,"random,partial,correct",2,1,0,1
Which city lies north to Anston and Woodsetts and within Yorkshire and the Humber Euro Region?,"A. Ardsley and Robin Hood
B. Old Moat
C. Worth Valley",C. Worth Valley,"partial,random,correct",2,1,0,1
Which city lies west to Airedale and Ferry Fryston and borders Luddendenfoot?,"A. Worth Valley
B. Wardley and Leam Lane
C. Coldhurst",A. Worth Valley,"correct,random,partial",2,1,0,1
Which city lies west to Holme Valley and within Metropolitan Borough of Bolton?,"A. Bushbury North
B. Sharston
C. Farnworth",C. Farnworth,"random,partial,correct",2,1,0,1
Which city lies north to Sedgley and borders Kearsley?,"A. Holderness
B. Farnworth
C. Bramhall South and Woodford",B. Farnworth,"random,correct,partial",2,1,0,1
Which city lies south to Birtley and within Sheffield?,"A. Richmond
B. Sutton Vesey
C. Childwall",A. Richmond,"correct,partial,random",2,1,0,1
Which city lies east to Bromley Cross and borders Manor Castle?,"A. Richmond
B. Little Hulton
C. Wibsey",A. Richmond,"correct,random,partial",2,1,0,1
Which city lies north to Bloxwich East and within North West Euro Region?,"A. Hindley Green
B. Hipperholme and Lightcliffe
C. Copt Hill",A. Hindley Green,"correct,random,partial",2,1,0,1
Which city lies west to Pilkington Park and borders Atherleigh?,"A. Rumworth
B. Hindley Green
C. Stalybridge South",B. Hindley Green,"partial,correct,random",2,1,0,1
Which city lies west to Longsight and within Manchester?,"A. City Centre
B. Quarry Bank and Dudley Wood
C. Birkenhead and Tranmere",A. City Centre,"correct,random,partial",2,1,0,1
Which city lies east to Swinton North and borders Ardwick?,"A. Shipley
B. Beeston and Holbeck
C. City Centre",C. City Centre,"random,partial,correct",2,1,0,1
Which city lies west to Todmorden and within Metropolitan Borough of Sefton?,"A. Wigan West
B. Horwich
C. Blundellsands",C. Blundellsands,"random,partial,correct",2,1,0,1
Which city lies north to Washwood Heath and borders Manor?,"A. Keighley West
B. Blundellsands
C. Warbreck",B. Blundellsands,"partial,correct,random",2,1,0,1
Which city lies north to Hollinwood and within Calderdale?,"A. Lemington
B. Sowerby Bridge
C. Westhoughton",B. Sowerby Bridge,"partial,correct,random",2,1,0,1
Which city lies east to Croxteth and borders Warley?,"A. Ryton Crookhill and Stella
B. Sowerby Bridge
C. Gleadless Valley",B. Sowerby Bridge,"random,correct,partial",2,1,0,1
Which city lies north to Aldridge Central and South and within Metropolitan Borough of Sefton?,"A. Victoria
B. Brownhills
C. Fallowfield",A. Victoria,"correct,partial,random",2,1,0,1
Which city lies west to Prescot and borders Ford?,"A. Metropolitan Borough of Solihull
B. Victoria
C. New Brighton",B. Victoria,"random,correct,partial",2,1,0,1
Which city lies west to Warley and within North West Euro Region?,"A. Sale Moor
B. Wavertree
C. Bebington",C. Bebington,"random,partial,correct",2,1,0,1
Which city lies east to West Kirby and Thurstaston and borders Prenton?,"A. Wakefield Rural
B. Bebington
C. Parr",B. Bebington,"random,correct,partial",2,1,0,1
Which city lies west to Lower Stoke and within Birmingham?,"A. St. James's
B. Liverpool
C. Billesley",C. Billesley,"partial,random,correct",2,1,0,1
Which city lies south to Batley East and borders Hall Green?,"A. Dewsbury East
B. Billesley
C. Royston",B. Billesley,"random,correct,partial",2,1,0,1
Which city lies north to Upper Stoke and borders Marple North?,"A. Offerton Park
B. Ryhope
C. Featherstone",A. Offerton Park,"correct,partial,random",2,1,0,1
Which city lies north to East Middleton and within Metropolitan Borough of Gateshead?,"A. Ryton Crookhill and Stella
B. Washington South
C. Newsome",A. Ryton Crookhill and Stella,"correct,partial,random",2,1,0,1
Which city lies west to Monkseaton South and borders Crawcrook and Greenside?,"A. Tonge with the Haulgh
B. Newburn
C. Ryton Crookhill and Stella",C. Ryton Crookhill and Stella,"random,partial,correct",2,1,0,1
Which city lies south to Headingley and within Metropolitan Borough of Rotherham?,"A. Shard End
B. Hellaby
C. Brandwood",B. Hellaby,"random,correct,partial",2,1,0,1
Which city lies north to Wordsley and borders Dinnington St. John's?,"A. Killingbeck and Seacroft
B. Palfrey
C. Hellaby",C. Hellaby,"partial,random,correct",2,1,0,1
Which city lies east to Harper Green and within Yorkshire and the Humber Euro Region?,"A. Anston and Woodsetts
B. Skircoat
C. Charlemont with Grove Vale",A. Anston and Woodsetts,"correct,partial,random",2,1,0,1
Which city lies south to Wakefield West and borders Wales South Yorkshire?,"A. Anston and Woodsetts
B. Gornal
C. Cradley and Wollescote",A. Anston and Woodsetts,"correct,partial,random",2,1,0,1
Which city lies west to Park & Arbourthorne and within North West Euro Region?,"A. Douglas
B. Spotland and Falinge
C. Harton",A. Douglas,"correct,partial,random",2,1,0,1
Which city lies north to Rushall-Shelfield and borders Winstanley?,"A. Castle Bromwich
B. Southey
C. Douglas",C. Douglas,"random,partial,correct",2,1,0,1
Which city lies east to Wigan Central and within North West Euro Region?,"A. Langworthy
B. Sowerby Bridge
C. Stechford and Yardley North",A. Langworthy,"correct,partial,random",2,1,0,1
Which city lies north to Sparkbrook and borders Weaste and Seedley?,"A. Pilkington Park
B. Pelsall
C. Langworthy",C. Langworthy,"random,partial,correct",2,1,0,1
Which city lies west to Longford and within Birmingham?,"A. Ladywood
B. Perry Barr
C. Rainhill",B. Perry Barr,"partial,correct,random",2,1,0,1
Which city lies south to Wallsend and borders Great Barr with Yew Tree?,"A. Stockland Green
B. Perry Barr
C. Pleck",B. Perry Barr,"partial,correct,random",2,1,0,1
Which city lies east to Wrenthorpe and Outwood West and within City of Wakefield?,"A. Bentley
B. Fulwood
C. Castleford Central and Glasshoughton",C. Castleford Central and Glasshoughton,"partial,random,correct",2,1,0,1
Which city lies north to Adwick le Street & Carcroft and borders Pontefract North?,"A. Castleford Central and Glasshoughton
B. Sherbourne Warwickshire
C. Washington North",A. Castleford Central and Glasshoughton,"correct,random,partial",2,1,0,1
Which city lies south to Preston and within City of Sunderland?,"A. St. Anne's
B. Parklands
C. Moss Bank",A. St. Anne's,"correct,random,partial",2,1,0,1
Which city lies north to Hillsborough and borders Pallion?,"A. Pilkington Park
B. Wakefield East
C. St. Anne's",C. St. Anne's,"random,partial,correct",2,1,0,1
Which city lies south to City and within West Midlands Euro Region?,"A. Bushbury South and Low Hill
B. Swinton
C. Oldbury",C. Oldbury,"partial,random,correct",2,1,0,1
Which city lies west to Lyndon and borders Tipton Green?,"A. Hale Central
B. Oldbury
C. Newton",B. Oldbury,"random,correct,partial",2,1,0,1
Which city lies north to Earlsdon and within North Tyneside?,"A. Armley
B. Beeston and Holbeck
C. Whitley Bay",C. Whitley Bay,"partial,random,correct",2,1,0,1
Which city lies east to Valley and borders Monkseaton North?,"A. Whitley Bay
B. Wheatley Hills & Intake
C. West Kirby and Thurstaston",A. Whitley Bay,"correct,partial,random",2,1,0,1
Which city lies east to Westerhope and within South Tyneside?,"A. Newcastle upon Tyne
B. Dene
C. Whiteleas",C. Whiteleas,"random,partial,correct",2,1,0,1
Which city lies north to St. James's and borders Cleadon and East Boldon?,"A. Heald Green
B. Sutton Trinity
C. Whiteleas",C. Whiteleas,"partial,random,correct",2,1,0,1
Which city lies south to Cherryfield and within Metropolitan Borough of Knowsley?,"A. Davyhulme East
B. Roby
C. St. Gabriels",C. St. Gabriels,"random,partial,correct",2,1,0,1
Which city lies west to Didsbury East and borders Halewood North?,"A. St. Gabriels
B. Bold St Helens
C. Lozells and East Handsworth",A. St. Gabriels,"correct,partial,random",2,1,0,1
Which city lies south to Graves Park and within Liverpool?,"A. St. Michael's
B. Oldbury
C. Ford",A. St. Michael's,"correct,partial,random",2,1,0,1
Which city lies north to Abbey and borders Barnes?,"A. St. Michael's
B. Stainforth & Barnby Dun
C. Royton North",A. St. Michael's,"correct,partial,random",2,1,0,1
Which city lies east to St. James' and within Yorkshire and the Humber Euro Region?,"A. Dore & Totley
B. Mosborough
C. Chadderton North",A. Dore & Totley,"correct,partial,random",2,1,0,1
Which city lies north to Darlaston South and borders Fulwood?,"A. Dore & Totley
B. Temple Newsam
C. Silksworth",A. Dore & Totley,"correct,random,partial",2,1,0,1
Which city lies east to Tottington and within City of Bradford?,"A. Ecclesall
B. Wyke
C. Amblecote",B. Wyke,"partial,correct,random",2,1,0,1
Which city lies north to St. Thomas's and borders Tong?,"A. Sudell
B. Baildon
C. Wyke",C. Wyke,"random,partial,correct",2,1,0,1
Which city lies north to Acocks Green and within Metropolitan Borough of Walsall?,"A. Sudell
B. Kippax West Yorkshire
C. Willenhall North",C. Willenhall North,"random,partial,correct",2,1,0,1
Which city lies south to Fazakerley and borders Bloxwich West?,"A. Palfrey
B. Willenhall North
C. Whiston & Cronton",B. Willenhall North,"partial,correct,random",2,1,0,1
Which city lies north to Riverside and within City of Sunderland?,"A. Southwick
B. Westhoughton North and Chew Moor
C. Pelaw and Heworth",A. Southwick,"correct,random,partial",2,1,0,1
Which city lies south to Preston and borders Millfield?,"A. St. Michaels
B. Southwick
C. Hall Green",B. Southwick,"partial,correct,random",2,1,0,1
Which city lies west to Redvales and within North West Euro Region?,"A. Airedale and Ferry Fryston
B. Lowton East
C. Norris Green",C. Norris Green,"random,partial,correct",2,1,0,1
Which city lies north to Sedgley and borders Clubmoor?,"A. Tettenhall Regis
B. Norris Green
C. Cleadon and East Boldon",B. Norris Green,"partial,correct,random",2,1,0,1
Which city lies south to Medlock Vale and within Metropolitan Borough of Solihull?,"A. Dorridge and Hockley Heath
B. East Park
C. Duke's",A. Dorridge and Hockley Heath,"correct,partial,random",2,1,0,1
