place1,dis,place2_Y,dir,place2_Z,triplet,question,options,answer,option_sources
Benwell and Scotswood,close,Tynemouth,west,Benton,"Benwell and Scotswood is close Tynemouth, west Benton",Which city is close to Tynemouth and also west from Benton?,"A. Westhoughton
B. Benwell and Scotswood
C. Northumberland",B. Benwell and Scotswood,"random,correct,partial"
Benwell and Scotswood,distant,Millfield,east,Blaydon,"Benwell and Scotswood is distant Millfield, east Blaydon",Which city is distant to Millfield and also east from Blaydon?,"A. Benwell and Scotswood
B. Woodlands
C. Fenham",A. Benwell and Scotswood,"correct,random,partial"
Benwell and Scotswood,far,Bloxwich West,south,West Gosforth,"Benwell and Scotswood is far Bloxwich West, south West Gosforth",Which city is far to Bloxwich West and also south from West Gosforth?,"A. Benwell and Scotswood
B. Prescot
C. Calder",A. Benwell and Scotswood,"correct,random,partial"
Netherton and Orrell,near,Park,north,Greets Green and Lyng,"Netherton and Orrell is near Park, north Greets Green and Lyng",Which city is near to Park and also north from Greets Green and Lyng?,"A. Netherton and Orrell
B. City and Hunslet
C. Wakefield Rural",A. Netherton and Orrell,"correct,partial,random"
Netherton and Orrell,close,St. Gabriels,west,Elton,"Netherton and Orrell is close St. Gabriels, west Elton",Which city is close to St. Gabriels and also west from Elton?,"A. Ovenden
B. Radcliffe North
C. Netherton and Orrell",C. Netherton and Orrell,"random,partial,correct"
Netherton and Orrell,distant,Weaste and Seedley,south,East Gosforth,"Netherton and Orrell is distant Weaste and Seedley, south East Gosforth",Which city is distant to Weaste and Seedley and also south from East Gosforth?,"A. Netherton and Orrell
B. Bilston East
C. Alwoodley",A. Netherton and Orrell,"correct,random,partial"
Netherton and Orrell,far,Wharfedale,east,New Brighton,"Netherton and Orrell is far Wharfedale, east New Brighton",Which city is far to Wharfedale and also east from New Brighton?,"A. East Park
B. Richmond
C. Netherton and Orrell",C. Netherton and Orrell,"partial,random,correct"
Longford,near,St. Michael's,east,Soho,"Longford is near St. Michael's, east Soho",Which city is near to St. Michael's and also east from Soho?,"A. Longford
B. Hatfield
C. Knowle",A. Longford,"correct,random,partial"
Longford,close,Smallbridge and Firgrove,north,Earlsdon,"Longford is close Smallbridge and Firgrove, north Earlsdon",Which city is close to Smallbridge and Firgrove and also north from Earlsdon?,"A. Castle Eden
B. Longford
C. Sharston",B. Longford,"partial,correct,random"
Longford,distant,Rainford,south,Irwell Riverside,"Longford is distant Rainford, south Irwell Riverside",Which city is distant to Rainford and also south from Irwell Riverside?,"A. St. Alphege
B. Conisbrough Parks
C. Longford",C. Longford,"partial,random,correct"
Longford,far,Soho,west,Marple South,"Longford is far Soho, west Marple South",Which city is far to Soho and also west from Marple South?,"A. Longford
B. South Elmsall and South Kirkby
C. Monkseaton South",A. Longford,"correct,random,partial"
Harborne,near,Longbridge,south,Ordsall,"Harborne is near Longbridge, south Ordsall",Which city is near to Longbridge and also south from Ordsall?,"A. Killingworth
B. Shirley West
C. Harborne",C. Harborne,"random,partial,correct"
Harborne,close,Doxey,east,Tettenhall Wightwick,"Harborne is close Doxey, east Tettenhall Wightwick",Which city is close to Doxey and also east from Tettenhall Wightwick?,"A. Harborne
B. Nechells
C. Paddock",A. Harborne,"correct,random,partial"
Harborne,distant,Meriden West Midlands,west,Sparkbrook,"Harborne is distant Meriden West Midlands, west Sparkbrook",Which city is distant to Meriden West Midlands and also west from Sparkbrook?,"A. Wrenthorpe and Outwood West
B. Harborne
C. Finstall",B. Harborne,"random,correct,partial"
Harborne,far,Mosborough,north,Northfield,"Harborne is far Mosborough, north Northfield",Which city is far to Mosborough and also north from Northfield?,"A. Newton
B. Harborne
C. Walkley",B. Harborne,"random,correct,partial"
South Elmsall and South Kirkby,near,Hemsworth,east,Halewood,"South Elmsall and South Kirkby is near Hemsworth, east Halewood",Which city is near to Hemsworth and also east from Halewood?,"A. Halewood North
B. South Elmsall and South Kirkby
C. Stainforth & Barnby Dun",B. South Elmsall and South Kirkby,"random,correct,partial"
South Elmsall and South Kirkby,close,Orgreave South Yorkshire,north,Valley,"South Elmsall and South Kirkby is close Orgreave South Yorkshire, north Valley",Which city is close to Orgreave South Yorkshire and also north from Valley?,"A. Mexborough
B. South Elmsall and South Kirkby
C. Rusholme",B. South Elmsall and South Kirkby,"partial,correct,random"
South Elmsall and South Kirkby,distant,Worth Valley,south,Westerhope,"South Elmsall and South Kirkby is distant Worth Valley, south Westerhope",Which city is distant to Worth Valley and also south from Westerhope?,"A. Irlam
B. Brighouse
C. South Elmsall and South Kirkby",C. South Elmsall and South Kirkby,"partial,random,correct"
South Elmsall and South Kirkby,far,Wollaston and Stourbridge Town,west,Thorne & Moorends,"South Elmsall and South Kirkby is far Wollaston and Stourbridge Town, west Thorne & Moorends",Which city is far to Wollaston and Stourbridge Town and also west from Thorne & Moorends?,"A. Northumberland
B. Clifford
C. South Elmsall and South Kirkby",C. South Elmsall and South Kirkby,"random,partial,correct"
Middleton Park,near,Temple Newsam,east,Clatterbridge,"Middleton Park is near Temple Newsam, east Clatterbridge",Which city is near to Temple Newsam and also east from Clatterbridge?,"A. Simonside and Rekendyke
B. Middleton Park
C. Dearne North",B. Middleton Park,"random,correct,partial"
Middleton Park,close,Pontefract North,south,Dunston Hill and Whickham East,"Middleton Park is close Pontefract North, south Dunston Hill and Whickham East",Which city is close to Pontefract North and also south from Dunston Hill and Whickham East?,"A. Middleton Park
B. Redvales
C. Ecclesall",A. Middleton Park,"correct,random,partial"
Middleton Park,distant,Conisbrough Parks,north,Weoley,"Middleton Park is distant Conisbrough Parks, north Weoley",Which city is distant to Conisbrough Parks and also north from Weoley?,"A. Middleton Park
B. Pemberton
C. Hetton-le-Hole",A. Middleton Park,"correct,partial,random"
Middleton Park,far,Park,west,Bentley,"Middleton Park is far Park, west Bentley",Which city is far to Park and also west from Bentley?,"A. Ince
B. Middleton Park
C. Deckham",B. Middleton Park,"partial,correct,random"
Hebburn North,near,Killingworth,north,Bryn,"Hebburn North is near Killingworth, north Bryn",Which city is near to Killingworth and also north from Bryn?,"A. Hebburn North
B. Bede
C. Wyke",A. Hebburn North,"correct,partial,random"
Hebburn North,close,North Jesmond,east,Ouseburn,"Hebburn North is close North Jesmond, east Ouseburn",Which city is close to North Jesmond and also east from Ouseburn?,"A. Monkton
B. Armley
C. Hebburn North",C. Hebburn North,"partial,random,correct"
Hebburn North,far,Windle St Helens,west,St. Peter's,"Hebburn North is far Windle St Helens, west St. Peter's",Which city is far to Windle St Helens and also west from St. Peter's?,"A. Monkseaton South
B. Winstanley
C. Hebburn North",C. Hebburn North,"partial,random,correct"
Bramhall North,near,Reddish South,west,Holderness,"Bramhall North is near Reddish South, west Holderness",Which city is near to Reddish South and also west from Holderness?,"A. Holderness
B. Weaste and Seedley
C. Bramhall North",C. Bramhall North,"random,partial,correct"
Bramhall North,close,East Middleton,north,Earlsdon,"Bramhall North is close East Middleton, north Earlsdon",Which city is close to East Middleton and also north from Earlsdon?,"A. Charlemont with Grove Vale
B. Moss Bank
C. Bramhall North",C. Bramhall North,"random,partial,correct"
Bramhall North,distant,Littleborough Lakeside,south,North Jesmond,"Bramhall North is distant Littleborough Lakeside, south North Jesmond",Which city is distant to Littleborough Lakeside and also south from North Jesmond?,"A. Rainford
B. Tong
C. Bramhall North",C. Bramhall North,"random,partial,correct"
Bramhall North,far,Handsworth Wood,east,Fazakerley,"Bramhall North is far Handsworth Wood, east Fazakerley",Which city is far to Handsworth Wood and also east from Fazakerley?,"A. Bramhall North
B. Penn
C. Elswick",A. Bramhall North,"correct,random,partial"
Great Horton,near,Baildon,east,Davyhulme East,"Great Horton is near Baildon, east Davyhulme East",Which city is near to Baildon and also east from Davyhulme East?,"A. Harewood
B. Whoberley
C. Great Horton",C. Great Horton,"partial,random,correct"
Great Horton,close,Penistone,south,Shipley,"Great Horton is close Penistone, south Shipley",Which city is close to Penistone and also south from Shipley?,"A. Prenton
B. Streetly
C. Great Horton",C. Great Horton,"random,partial,correct"
Great Horton,distant,Wakefield North,north,Kingshurst and Fordbridge,"Great Horton is distant Wakefield North, north Kingshurst and Fordbridge",Which city is distant to Wakefield North and also north from Kingshurst and Fordbridge?,"A. Great Horton
B. Gorton South
C. Heatons North",A. Great Horton,"correct,random,partial"
Great Horton,far,Washington Central,west,Bessacarr,"Great Horton is far Washington Central, west Bessacarr",Which city is far to Washington Central and also west from Bessacarr?,"A. Great Horton
B. Hopwood Hall
C. Calverley and Farsley",A. Great Horton,"correct,random,partial"
Deckham,near,South Heaton,south,North Jesmond,"Deckham is near South Heaton, south North Jesmond",Which city is near to South Heaton and also south from North Jesmond?,"A. Stainforth & Barnby Dun
B. Deckham
C. Finstall",B. Deckham,"random,correct,partial"
Deckham,close,Southwick,north,Thornton and Allerton,"Deckham is close Southwick, north Thornton and Allerton",Which city is close to Southwick and also north from Thornton and Allerton?,"A. Finningley
B. Whiteleas
C. Deckham",C. Deckham,"random,partial,correct"
Deckham,far,Headingley,west,Cullercoats,"Deckham is far Headingley, west Cullercoats",Which city is far to Headingley and also west from Cullercoats?,"A. Shevington
B. Deckham
C. Barnes",B. Deckham,"random,correct,partial"
Bentley,near,Finningley,east,Little Lever and Darcy Lever,"Bentley is near Finningley, east Little Lever and Darcy Lever",Which city is near to Finningley and also east from Little Lever and Darcy Lever?,"A. Manningham
B. Bredbury Green and Romiley
C. Bentley",C. Bentley,"partial,random,correct"
Bentley,close,Sitwell,north,Elmdon,"Bentley is close Sitwell, north Elmdon",Which city is close to Sitwell and also north from Elmdon?,"A. Hillsborough
B. Bentley
C. Warbreck",B. Bentley,"random,correct,partial"
Bentley,distant,Old Town,south,Monkton,"Bentley is distant Old Town, south Monkton",Which city is distant to Old Town and also south from Monkton?,"A. Shirley West
B. Golborne and Lowton West
C. Bentley",C. Bentley,"partial,random,correct"
Bentley,far,Warley,west,Thorne & Moorends,"Bentley is far Warley, west Thorne & Moorends",Which city is far to Warley and also west from Thorne & Moorends?,"A. Cadishead
B. Bentley
C. Shirley West",B. Bentley,"random,correct,partial"
Earlsdon,near,Wyken,south,Halewood,"Earlsdon is near Wyken, south Halewood",Which city is near to Wyken and also south from Halewood?,"A. Moortown
B. Earlsdon
C. Meriden West Midlands",B. Earlsdon,"random,correct,partial"
Earlsdon,close,Bickenhill,east,Halesowen South,"Earlsdon is close Bickenhill, east Halesowen South",Which city is close to Bickenhill and also east from Halesowen South?,"A. Foleshill
B. Bowdon
C. Earlsdon",C. Earlsdon,"partial,random,correct"
Earlsdon,distant,Norton,west,Cheylesmore,"Earlsdon is distant Norton, west Cheylesmore",Which city is distant to Norton and also west from Cheylesmore?,"A. Earlsdon
B. Abbey
C. Willenhall South",A. Earlsdon,"correct,partial,random"
Earlsdon,far,Golcar,north,Wainbody,"Earlsdon is far Golcar, north Wainbody",Which city is far to Golcar and also north from Wainbody?,"A. Earlsdon
B. Pheasey Park Farm
C. Ouseburn",A. Earlsdon,"correct,random,partial"
Church,near,Moorside,west,Keighley East,"Church is near Moorside, west Keighley East",Which city is near to Moorside and also west from Keighley East?,"A. Amblecote
B. Clubmoor
C. Church",C. Church,"random,partial,correct"
Church,close,West Kirby and Thurstaston,south,Woolsington,"Church is close West Kirby and Thurstaston, south Woolsington",Which city is close to West Kirby and Thurstaston and also south from Woolsington?,"A. Church
B. Idle and Thackley
C. Royston",A. Church,"correct,random,partial"
Church,distant,Ordsall,north,Westwood,"Church is distant Ordsall, north Westwood",Which city is distant to Ordsall and also north from Westwood?,"A. Pudsey
B. Church
C. East Gosforth",B. Church,"partial,correct,random"
Church,far,Sowerby Bridge,east,Bromborough,"Church is far Sowerby Bridge, east Bromborough",Which city is far to Sowerby Bridge and also east from Bromborough?,"A. Church
B. Cambridge
C. Whiston & Cronton",A. Church,"correct,partial,random"
Smithills,near,Horwich,west,St. Mary's,"Smithills is near Horwich, west St. Mary's",Which city is near to Horwich and also west from St. Mary's?,"A. Elswick
B. Sale Moor
C. Smithills",C. Smithills,"partial,random,correct"
Smithills,close,Wigan Central,north,Ettingshall,"Smithills is close Wigan Central, north Ettingshall",Which city is close to Wigan Central and also north from Ettingshall?,"A. Bramhall South and Woodford
B. Wrenthorpe and Outwood West
C. Smithills",C. Smithills,"partial,random,correct"
Smithills,distant,Tong,south,Wingrove,"Smithills is distant Tong, south Wingrove",Which city is distant to Tong and also south from Wingrove?,"A. Smithills
B. Halewood
C. Silverwood",A. Smithills,"correct,random,partial"
Smithills,far,St. Mary's,east,Winstanley,"Smithills is far St. Mary's, east Winstanley",Which city is far to St. Mary's and also east from Winstanley?,"A. Temple Newsam
B. Smithills
C. Chopwell and Rowlands Gill",B. Smithills,"partial,correct,random"
Flixton,near,Timperley,east,Fazakerley,"Flixton is near Timperley, east Fazakerley",Which city is near to Timperley and also east from Fazakerley?,"A. Pedmore and Stourbridge East
B. Moortown
C. Flixton",C. Flixton,"random,partial,correct"
Flixton,close,Westhoughton North and Chew Moor,south,Boldon Colliery,"Flixton is close Westhoughton North and Chew Moor, south Boldon Colliery",Which city is close to Westhoughton North and Chew Moor and also south from Boldon Colliery?,"A. St. Peter's
B. Flixton
C. Shipley",B. Flixton,"random,correct,partial"
