place1,top,place2_Y,dis,place2_Z,triplet,question,options,answer,option_sources
Simonside and Rekendyke,within,South Tyneside,distant,Winlaton and High Spen,"Simonside and Rekendyke is within South Tyneside, distant Winlaton and High Spen",Which city is within South Tyneside and also distant to Winlaton and High Spen?,"A. Darton East
B. Cullercoats
C. Simonside and Rekendyke",C. Simonside and Rekendyke,"random,partial,correct"
Simonside and Rekendyke,within,South Tyneside,far,Swinton South,"Simonside and Rekendyke is within South Tyneside, far Swinton South",Which city is within South Tyneside and also far to Swinton South?,"A. East
B. Hoober
C. Simonside and Rekendyke",C. Simonside and Rekendyke,"random,partial,correct"
Simonside and Rekendyke,borders,Riverside,near,West Park,"Simonside and Rekendyke is borders Riverside, near West Park",Which city borders Riverside and is also near to West Park?,"A. Simonside and Rekendyke
B. Southwick
C. Chopwell and Rowlands Gill",A. Simonside and Rekendyke,"correct,partial,random"
Simonside and Rekendyke,borders,Riverside,close,St. Anne's,"Simonside and Rekendyke is borders Riverside, close St. Anne's",Which city borders Riverside and is also close to St. Anne's?,"A. Holme Valley
B. South Jesmond
C. Simonside and Rekendyke",C. Simonside and Rekendyke,"random,partial,correct"
Chirton,within,North Tyneside,distant,Crawcrook and Greenside,"Chirton is within North Tyneside, distant Crawcrook and Greenside",Which city is within North Tyneside and also distant to Crawcrook and Greenside?,"A. Trafford
B. Northumberland
C. Chirton",C. Chirton,"random,partial,correct"
Chirton,within,North Tyneside,far,Horsforth,"Chirton is within North Tyneside, far Horsforth",Which city is within North Tyneside and also far to Horsforth?,"A. Aldridge Central and South
B. Upton
C. Chirton",C. Chirton,"partial,random,correct"
Chirton,borders,Battle Hill,near,Whiteleas,"Chirton is borders Battle Hill, near Whiteleas",Which city borders Battle Hill and is also near to Whiteleas?,"A. Wharfedale
B. Northumberland
C. Chirton",C. Chirton,"random,partial,correct"
Chirton,borders,Battle Hill,close,Westerhope,"Chirton is borders Battle Hill, close Westerhope",Which city borders Battle Hill and is also close to Westerhope?,"A. Chirton
B. Washington West
C. Sutton Trinity",A. Chirton,"correct,partial,random"
Blakenall,within,West Midlands Euro Region,distant,Silhill,"Blakenall is within West Midlands Euro Region, distant Silhill",Which city is within West Midlands Euro Region and also distant to Silhill?,"A. Blakenall
B. Birkdale
C. Rushall-Shelfield",A. Blakenall,"correct,random,partial"
Blakenall,within,West Midlands Euro Region,far,Wheatley Hills & Intake,"Blakenall is within West Midlands Euro Region, far Wheatley Hills & Intake",Which city is within West Midlands Euro Region and also far to Wheatley Hills & Intake?,"A. Foleshill
B. Blakenall
C. Dorridge and Hockley Heath",B. Blakenall,"partial,correct,random"
Blakenall,borders,St. Matthew's,near,Willenhall South,"Blakenall is borders St. Matthew's, near Willenhall South",Which city borders St. Matthew's and is also near to Willenhall South?,"A. Hyde Werneth
B. Blakenall
C. Rushall-Shelfield",B. Blakenall,"random,correct,partial"
Blakenall,borders,St. Matthew's,close,Heath Town,"Blakenall is borders St. Matthew's, close Heath Town",Which city borders St. Matthew's and is also close to Heath Town?,"A. Rushall-Shelfield
B. Blakenall
C. Blackheath",B. Blakenall,"partial,correct,random"
Brockmoor and Pensnett,within,Metropolitan Borough of Dudley,distant,St. Michael's,"Brockmoor and Pensnett is within Metropolitan Borough of Dudley, distant St. Michael's",Which city is within Metropolitan Borough of Dudley and also distant to St. Michael's?,"A. Barton
B. Ramsbottom
C. Brockmoor and Pensnett",C. Brockmoor and Pensnett,"random,partial,correct"
Brockmoor and Pensnett,within,Metropolitan Borough of Dudley,far,Halliwell,"Brockmoor and Pensnett is within Metropolitan Borough of Dudley, far Halliwell",Which city is within Metropolitan Borough of Dudley and also far to Halliwell?,"A. Bentley and Darlaston North
B. Brockmoor and Pensnett
C. Kingswinford North and Wall Heath",B. Brockmoor and Pensnett,"partial,correct,random"
Brockmoor and Pensnett,borders,Kingswinford South,near,Coseley East,"Brockmoor and Pensnett is borders Kingswinford South, near Coseley East",Which city borders Kingswinford South and is also near to Coseley East?,"A. Brockmoor and Pensnett
B. Hateley Heath
C. Bilston North",A. Brockmoor and Pensnett,"correct,random,partial"
Brockmoor and Pensnett,borders,Kingswinford South,close,Palfrey,"Brockmoor and Pensnett is borders Kingswinford South, close Palfrey",Which city borders Kingswinford South and is also close to Palfrey?,"A. County
B. Amblecote
C. Brockmoor and Pensnett",C. Brockmoor and Pensnett,"random,partial,correct"
Aldridge Central and South,within,West Midlands Euro Region,distant,Sherbourne Warwickshire,"Aldridge Central and South is within West Midlands Euro Region, distant Sherbourne Warwickshire",Which city is within West Midlands Euro Region and also distant to Sherbourne Warwickshire?,"A. Moorside
B. Bablake
C. Aldridge Central and South",C. Aldridge Central and South,"random,partial,correct"
Aldridge Central and South,within,West Midlands Euro Region,far,Kearsley,"Aldridge Central and South is within West Midlands Euro Region, far Kearsley",Which city is within West Midlands Euro Region and also far to Kearsley?,"A. St. Peter's
B. Aldridge Central and South
C. Crofton Ryhill and Walton",B. Aldridge Central and South,"random,correct,partial"
Aldridge Central and South,borders,Streetly,near,Charlemont with Grove Vale,"Aldridge Central and South is borders Streetly, near Charlemont with Grove Vale",Which city borders Streetly and is also near to Charlemont with Grove Vale?,"A. Aldridge Central and South
B. Pheasey Park Farm
C. Roman Ridge",A. Aldridge Central and South,"correct,partial,random"
Aldridge Central and South,borders,Streetly,close,Tividale,"Aldridge Central and South is borders Streetly, close Tividale",Which city borders Streetly and is also close to Tividale?,"A. Aldridge Central and South
B. Graiseley
C. Norden",A. Aldridge Central and South,"correct,partial,random"
South Elmsall and South Kirkby,within,City of Wakefield,distant,Stalybridge North,"South Elmsall and South Kirkby is within City of Wakefield, distant Stalybridge North",Which city is within City of Wakefield and also distant to Stalybridge North?,"A. South Elmsall and South Kirkby
B. Hall Green
C. Batley East",A. South Elmsall and South Kirkby,"correct,random,partial"
South Elmsall and South Kirkby,within,City of Wakefield,far,Worsley Mesnes,"South Elmsall and South Kirkby is within City of Wakefield, far Worsley Mesnes",Which city is within City of Wakefield and also far to Worsley Mesnes?,"A. South Elmsall and South Kirkby
B. Sharston
C. St. Chad's",A. South Elmsall and South Kirkby,"correct,random,partial"
South Elmsall and South Kirkby,borders,Hemsworth,near,Hemsworth,"South Elmsall and South Kirkby is borders Hemsworth, near Hemsworth",Which city borders Hemsworth and is also near to Hemsworth?,"A. South Elmsall and South Kirkby
B. St. Helens
C. Higher Blackley",A. South Elmsall and South Kirkby,"correct,partial,random"
South Elmsall and South Kirkby,borders,Hemsworth,close,Wakefield North,"South Elmsall and South Kirkby is borders Hemsworth, close Wakefield North",Which city borders Hemsworth and is also close to Wakefield North?,"A. South Elmsall and South Kirkby
B. City and Hunslet
C. Luddendenfoot",A. South Elmsall and South Kirkby,"correct,partial,random"
Doxey,within,Wolverhampton,distant,Smith's Wood,"Doxey is within Wolverhampton, distant Smith's Wood",Which city is within Wolverhampton and also distant to Smith's Wood?,"A. Cherryfield
B. Longbridge
C. Doxey",C. Doxey,"random,partial,correct"
Doxey,within,Wolverhampton,far,Hemsworth,"Doxey is within Wolverhampton, far Hemsworth",Which city is within Wolverhampton and also far to Hemsworth?,"A. Ryhope
B. Doxey
C. Chowdene",B. Doxey,"random,correct,partial"
Smallbridge and Firgrove,within,Metropolitan Borough of Rochdale,distant,Stretford,"Smallbridge and Firgrove is within Metropolitan Borough of Rochdale, distant Stretford",Which city is within Metropolitan Borough of Rochdale and also distant to Stretford?,"A. Smallbridge and Firgrove
B. Warley
C. Old Swan",A. Smallbridge and Firgrove,"correct,random,partial"
Smallbridge and Firgrove,within,Metropolitan Borough of Rochdale,far,Soho,"Smallbridge and Firgrove is within Metropolitan Borough of Rochdale, far Soho",Which city is within Metropolitan Borough of Rochdale and also far to Soho?,"A. Balby South
B. Norris Green
C. Smallbridge and Firgrove",C. Smallbridge and Firgrove,"random,partial,correct"
Smallbridge and Firgrove,borders,Wardle and West Littleborough,near,Wardle and West Littleborough,"Smallbridge and Firgrove is borders Wardle and West Littleborough, near Wardle and West Littleborough",Which city borders Wardle and West Littleborough and is also near to Wardle and West Littleborough?,"A. Smallbridge and Firgrove
B. Healey
C. Sandwell",A. Smallbridge and Firgrove,"correct,partial,random"
Smallbridge and Firgrove,borders,Wardle and West Littleborough,close,Saddleworth,"Smallbridge and Firgrove is borders Wardle and West Littleborough, close Saddleworth",Which city borders Wardle and West Littleborough and is also close to Saddleworth?,"A. Sutton Vesey
B. Smallbridge and Firgrove
C. Northenden",B. Smallbridge and Firgrove,"random,correct,partial"
Sharston,within,Manchester,distant,Kirkburton,"Sharston is within Manchester, distant Kirkburton",Which city is within Manchester and also distant to Kirkburton?,"A. Sharston
B. Greenhead
C. Milkstone and Deeplish",A. Sharston,"correct,random,partial"
Sharston,within,Manchester,far,Meriden West Midlands,"Sharston is within Manchester, far Meriden West Midlands",Which city is within Manchester and also far to Meriden West Midlands?,"A. Sowerby Bridge
B. Sharston
C. Hale Barns",B. Sharston,"partial,correct,random"
Sharston,borders,Baguley,near,Woodhouse Park,"Sharston is borders Baguley, near Woodhouse Park",Which city borders Baguley and is also near to Woodhouse Park?,"A. Washington South
B. Bowdon
C. Sharston",C. Sharston,"random,partial,correct"
Sharston,borders,Baguley,close,Stretford,"Sharston is borders Baguley, close Stretford",Which city borders Baguley and is also close to Stretford?,"A. Ardwick
B. Penistone
C. Sharston",C. Sharston,"partial,random,correct"
Holme Valley,within,Kirklees,distant,Ilkley,"Holme Valley is within Kirklees, distant Ilkley",Which city is within Kirklees and also distant to Ilkley?,"A. Holme Valley
B. Marple North
C. Cheadle and Gatley",A. Holme Valley,"correct,random,partial"
Holme Valley,within,Kirklees,far,Sherbourne Warwickshire,"Holme Valley is within Kirklees, far Sherbourne Warwickshire",Which city is within Kirklees and also far to Sherbourne Warwickshire?,"A. Holme Valley
B. Ashton St. Michael's
C. Washington West",A. Holme Valley,"correct,partial,random"
Holme Valley,borders,Kirkburton,near,Kirkburton,"Holme Valley is borders Kirkburton, near Kirkburton",Which city borders Kirkburton and is also near to Kirkburton?,"A. Newsome
B. Kensington and Fairfield
C. Holme Valley",C. Holme Valley,"partial,random,correct"
Holme Valley,borders,Kirkburton,close,Mossley,"Holme Valley is borders Kirkburton, close Mossley",Which city borders Kirkburton and is also close to Mossley?,"A. Whalley Range
B. Holme Valley
C. Kingstone",B. Holme Valley,"partial,correct,random"
Victoria,within,Metropolitan Borough of Sefton,distant,Woodhouse Park,"Victoria is within Metropolitan Borough of Sefton, distant Woodhouse Park",Which city is within Metropolitan Borough of Sefton and also distant to Woodhouse Park?,"A. Victoria
B. West Gosforth
C. Seacombe",A. Victoria,"correct,random,partial"
Victoria,within,Metropolitan Borough of Sefton,far,Wyke,"Victoria is within Metropolitan Borough of Sefton, far Wyke",Which city is within Metropolitan Borough of Sefton and also far to Wyke?,"A. West Bromwich Central
B. Victoria
C. Childwall",B. Victoria,"random,correct,partial"
Victoria,borders,Blundellsands,near,Warbreck,"Victoria is borders Blundellsands, near Warbreck",Which city borders Blundellsands and is also near to Warbreck?,"A. Broughton
B. Clubmoor
C. Victoria",C. Victoria,"random,partial,correct"
Victoria,borders,Blundellsands,close,Rainford,"Victoria is borders Blundellsands, close Rainford",Which city borders Blundellsands and is also close to Rainford?,"A. Bebington
B. Victoria
C. Orgreave South Yorkshire",B. Victoria,"partial,correct,random"
Finningley,within,Metropolitan Borough of Doncaster,distant,Kippax West Yorkshire,"Finningley is within Metropolitan Borough of Doncaster, distant Kippax West Yorkshire",Which city is within Metropolitan Borough of Doncaster and also distant to Kippax West Yorkshire?,"A. Finningley
B. Manor Castle
C. Keppel",A. Finningley,"correct,partial,random"
Finningley,within,Metropolitan Borough of Doncaster,far,Shevington,"Finningley is within Metropolitan Borough of Doncaster, far Shevington",Which city is within Metropolitan Borough of Doncaster and also far to Shevington?,"A. St. Anne's
B. Finningley
C. Fulwood",B. Finningley,"partial,correct,random"
Finningley,borders,Hatfield,near,Rossington,"Finningley is borders Hatfield, near Rossington",Which city borders Hatfield and is also near to Rossington?,"A. Sheffield
B. Finningley
C. Wheatley Hills & Intake",B. Finningley,"random,correct,partial"
Finningley,borders,Hatfield,close,Sprotbrough and Cusworth,"Finningley is borders Hatfield, close Sprotbrough and Cusworth",Which city borders Hatfield and is also close to Sprotbrough and Cusworth?,"A. Adwick le Street & Carcroft
B. Finningley
C. Darnall",B. Finningley,"random,correct,partial"
